HI81,pc_counter,gps_wn,gps_tow,ins_status,utc,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z,temperature,pressure,od_vel,roll,pitch,yaw,quat_w,quat_x,quat_y,quat_z,solq_pos,solq_heading,nv,nv_heading,diff_age,pdop,hdop,undulation,ins_lat,ins_lon,ins_msl,ins_vel_e,ins_vel_n,ins_vel_u,acc_e,acc_n,acc_u,heave,surge,sway,heave_period,gnss_ant_status
HI81,109265,6579,23296,1,4294880878,-0.002491224441,-0.00298946933,0.9979845112,0,0.1145915604,0,-12.786623,-5.157373,-14.770228,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109266,6579,23296,1,4294880878,0.0009964897765,-0.002491224441,1.00197047,0,-0.05729578018,0,-12.542487,-4.791169,-14.892296,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109267,6579,23296,1,4294880878,-0.001494734665,-0.002491224441,0.9959915316,-0.05729578018,0.1145915604,0,-12.359385,-4.974271,-14.159888,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109268,6579,23296,1,4294880878,0,-0.0004982448883,0.9999774907,0.05729578018,0,0.05729578018,-12.786623,-4.302897,-14.892296,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109269,6579,23296,1,4294880878,-0.00298946933,-0.004484203994,0.9969880214,0,0,0,-12.267834,-4.608067,-14.831262,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109270,6579,23296,1,4294880878,0.0004982448883,-0.001992979553,1.000973981,0,0.05729578018,0,-12.573004,-4.180829,-14.526092,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109271,6579,23296,1,4294880878,-0.0004982448883,-0.003985959106,0.9984827561,0.05729578018,0,0,-12.573004,-4.699618,-14.861779,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109272,6579,23296,1,4294880878,-0.0004982448883,-0.00298946933,0.998981001,0,0.1145915604,0,-12.054215,-4.455482,-14.861779,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109273,6579,23296,1,4294880878,0.0004982448883,-0.003487714218,0.9999774907,0,-0.05729578018,0,-12.634038,-4.730135,-14.556609,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109274,6579,23296,1,4294880878,-0.0009964897765,-0.001992979553,0.9974862663,0,0.1718873405,0.05729578018,-12.267834,-4.363931,-14.434541,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109275,6579,23296,1,4294880878,0,-0.002491224441,1.00197047,0.05729578018,-0.05729578018,0,-12.389902,-4.608067,-14.617643,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109276,6579,23296,1,4294880878,-0.002491224441,-0.00298946933,0.9959915316,0,0.05729578018,0,-12.847657,-4.424965,-14.556609,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109277,6579,23296,1,4294880878,0,-0.002491224441,1.002468715,0,0,0,-12.847657,-4.638584,-14.495575,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
