Time,GyoCalibratedX, GyoCalibratedY, GyoCalibratedZ,MagCalibratedX, MagCalibratedY, MagCalibratedZ
15-12-21.415,-48,61,94,182,46,-204
15-12-21.425,-79,37,115,182,45,-204
15-12-21.436,-78,25,162,182,46,-203
15-12-21.446,-95,-41,126,182,46,-205
15-12-21.455,-53,-79,146,182,46,-206
15-12-21.466,-9,-92,89,181,47,-204
15-12-21.475,2,-39,98,183,46,-209
15-12-21.485,14,8,70,182,46,-207
15-12-21.495,31,27,16,182,46,-207
15-12-21.505,23,26,-21,181,46,-207
15-12-21.516,20,22,11,182,46,-210
15-12-21.526,19,-8,4,181,46,-210
15-12-21.536,34,-57,32,182,47,-209
15-12-21.546,54,-88,4,179,47,-210
15-12-21.556,41,-55,68,180,47,-211
15-12-21.566,92,-138,85,179,47,-213
15-12-21.576,85,-116,101,179,46,-213
15-12-21.586,108,-77,141,179,46,-211
15-12-21.595,172,-75,213,179,45,-213
15-12-21.605,250,-35,242,176,43,-212
15-12-21.614,352,3,259,176,43,-211
15-12-21.625,413,62,289,176,40,-215
15-12-21.634,448,104,353,176,38,-213
15-12-21.645,486,163,356,176,36,-216
15-12-21.653,514,238,401,175,34,-217
15-12-21.664,578,244,397,176,31,-217
15-12-21.675,572,219,441,176,29,-213
15-12-21.684,499,276,545,173,26,-215
15-12-21.696,427,276,593,175,22,-216
15-12-21.706,488,331,530,173,20,-219
15-12-21.716,564,300,501,172,17,-216
15-12-21.725,489,392,505,173,14,-215
15-12-21.734,461,377,550,171,11,-217
15-12-21.746,404,364,601,170,8,-219
15-12-21.755,355,295,681,170,6,-220
15-12-21.767,313,290,705,167,4,-219
15-12-21.775,239,253,754,165,0,-222
15-12-21.785,139,169,824,164,0,-224
15-12-21.794,69,162,848,160,-3,-228
15-12-21.806,-15,204,854,159,-5,-227
15-12-21.816,3,334,820,155,-6,-229
15-12-21.826,68,421,780,154,-8,-233
15-12-21.836,101,428,799,152,-9,-233
15-12-21.860,111,455,842,150,-11,-236
15-12-21.862,149,482,895,148,-13,-239
15-12-21.868,183,524,930,147,-15,-239
15-12-21.876,214,570,944,146,-17,-242
15-12-21.886,290,613,981,145,-19,-245
15-12-21.896,347,627,1017,144,-23,-248
15-12-21.906,288,625,1031,143,-26,-249
15-12-21.916,257,614,1020,142,-28,-252
15-12-21.926,186,611,983,141,-30,-256
15-12-21.936,27,628,925,140,-33,-260
15-12-21.946,-129,641,877,142,-34,-262
15-12-21.956,-248,682,849,142,-34,-268
15-12-21.966,-285,813,810,145,-34,-271
15-12-21.976,-286,933,768,148,-33,-278
15-12-21.986,-686,948,831,153,-32,-280
15-12-21.998,-878,955,915,156,-31,-283
15-12-22.006,-832,882,956,161,-28,-287
15-12-22.016,-656,920,920,165,-25,-291
15-12-22.026,-443,950,831,172,-24,-291
15-12-22.036,-361,884,738,177,-23,-291
15-12-22.046,-402,737,687,182,-24,-291
15-12-22.056,-426,588,639,182,-24,-291
15-12-22.066,-382,412,599,187,-22,-293
15-12-22.076,-330,286,525,191,-21,-291
15-12-22.086,-273,161,423,195,-21,-294
15-12-22.096,-255,45,379,197,-20,-293
15-12-22.106,-295,-78,357,199,-19,-292
15-12-22.116,-435,-195,375,199,-18,-292
15-12-22.126,-645,-326,533,198,-17,-296
15-12-22.135,-725,-368,600,198,-15,-295
15-12-22.145,-760,-317,683,198,-13,-294
15-12-22.154,-1064,-259,673,195,-12,-295
15-12-22.166,-1396,-198,675,195,-8,-295
15-12-22.176,-1824,-186,629,193,-3,-295
15-12-22.185,-2133,-149,552,192,2,-296
15-12-22.196,-2409,-203,335,191,12,-298
15-12-22.205,-2363,-153,125,190,22,-298
15-12-22.215,-2244,-477,146,190,33,-296
15-12-22.225,-2452,-782,246,188,44,-295
15-12-22.235,-2570,-497,264,183,54,-297
15-12-22.244,-2802,-401,306,181,64,-291
15-12-22.255,-2821,-511,224,179,78,-289
15-12-22.264,-2548,-464,121,177,89,-286
15-12-22.276,-2036,-408,29,173,100,-281
15-12-22.285,-1699,-502,-74,173,110,-277
15-12-22.295,-1642,-614,-168,170,117,-274
15-12-22.305,-1983,-770,-225,167,124,-271
15-12-22.315,-2264,-843,-306,160,134,-269
15-12-22.325,-2272,-815,-404,156,143,-268
15-12-22.335,-2302,-771,-511,151,154,-261
15-12-22.346,-2571,-795,-556,145,165,-257
15-12-22.356,-2885,-870,-509,140,175,-249
15-12-22.366,-2828,-1111,-454,135,188,-243
15-12-22.376,-2531,-1360,-628,128,200,-234
15-12-22.386,-2324,-1567,-780,120,209,-230
15-12-22.396,-2185,-1719,-935,110,219,-223
15-12-22.406,-2050,-1672,-1128,99,229,-218
15-12-22.416,-1887,-1294,-1256,86,236,-213
15-12-22.426,-2249,-845,-1108,78,244,-205
15-12-22.436,-2785,-719,-995,70,252,-198
15-12-22.446,-3391,-618,-767,63,261,-186
15-12-22.456,-3632,-492,-497,57,271,-167
15-12-22.466,-4299,-295,-79,54,282,-155
15-12-22.476,-4594,-232,571,54,291,-128
15-12-22.486,-3809,-246,31,54,299,-104
15-12-22.496,-2551,-296,-362,51,304,-84
15-12-22.506,-2014,-613,-586,48,308,-69
15-12-22.516,-1502,-253,-911,43,310,-59
15-12-22.526,44,633,-1365,35,312,-55
15-12-22.536,1406,555,-1553,26,312,-54
15-12-22.546,3188,526,-1796,17,311,-59
15-12-22.556,4656,534,-2020,6,306,-82
15-12-22.566,5757,490,-2345,-4,299,-104
15-12-22.576,6481,331,-2392,-14,286,-131
15-12-22.586,6597,173,-2115,-24,267,-163
15-12-22.598,6059,107,-1702,-29,246,-192
15-12-22.606,5086,-94,-1386,-29,224,-220
15-12-22.618,4436,-279,-1180,-43,204,-238
15-12-22.628,3818,-422,-973,-47,184,-252
15-12-22.636,3473,-601,-881,-52,167,-265
15-12-22.646,3764,-928,-945,-59,149,-272
15-12-22.656,4327,-1117,-1119,-66,128,-283
15-12-22.666,5059,-1276,-1477,-75,103,-286
15-12-22.676,5125,-1293,-1626,-83,74,-294
15-12-22.686,4558,-1208,-1637,-92,46,-299
15-12-22.696,3783,-1061,-1730,-98,20,-303
15-12-22.706,3368,-917,-1811,-101,0,-302
15-12-22.716,3027,-663,-1852,-102,-21,-300
15-12-22.726,2845,-405,-1828,-102,-21,-300
15-12-22.736,3208,-187,-1655,-104,-40,-297
15-12-22.745,3707,-49,-1459,-101,-59,-294
15-12-22.757,4438,174,-1415,-102,-80,-294
15-12-22.765,4680,510,-1563,-97,-103,-284
15-12-22.774,4398,672,-1670,-87,-129,-274
15-12-22.785,4046,895,-1714,-80,-151,-269
15-12-22.795,3635,882,-1646,-70,-173,-258
15-12-22.807,3068,909,-1519,-58,-192,-251
15-12-22.814,2661,708,-1571,-50,-207,-238
15-12-22.826,2369,531,-1695,-37,-221,-233
15-12-22.835,2074,404,-1676,-27,-232,-224
15-12-22.847,1654,465,-1713,-20,-240,-213
15-12-22.855,1437,746,-1801,-8,-248,-210
15-12-22.865,1294,1156,-1783,1,-255,-204
15-12-22.874,1131,1539,-1596,15,-259,-199
15-12-22.885,1112,1869,-1414,29,-263,-198
15-12-22.894,863,2133,-1344,42,-266,-192
15-12-22.905,811,2254,-1384,56,-269,-185
15-12-22.914,696,2347,-1457,71,-270,-181
15-12-22.925,619,2355,-1536,84,-271,-176
15-12-22.934,611,2353,-1668,100,-270,-167
15-12-22.946,164,2267,-1771,115,-271,-164
15-12-22.955,-754,2201,-1847,130,-268,-155
15-12-22.965,-1216,2115,-1872,146,-261,-156
15-12-22.974,-1291,2105,-1831,160,-255,-158
15-12-22.986,-1403,2210,-1674,174,-247,-160
15-12-22.996,-1336,2322,-1505,189,-237,-157
15-12-23.004,-1129,2445,-1374,201,-231,-159
15-12-23.015,-986,2545,-1375,211,-221,-151
15-12-23.025,-1036,2565,-1422,225,-214,-148
15-12-23.032,-1113,2595,-1455,237,-208,-146
15-12-23.046,-1113,2672,-1468,249,-199,-136
15-12-23.055,-1097,2782,-1322,262,-189,-132
15-12-23.064,-1120,2843,-1020,270,-182,-124
15-12-23.076,-1064,2897,-776,279,-174,-111
15-12-23.086,-1127,2943,-742,285,-168,-99
15-12-23.096,-1569,2984,-692,292,-163,-93
15-12-23.105,-2464,3020,-633,300,-157,-85
15-12-23.114,-3450,2992,-432,303,-149,-77
15-12-23.126,-3757,3031,-348,307,-143,-72
15-12-23.136,-3989,3053,-229,310,-137,-64
15-12-23.146,-4037,2985,34,313,-131,-60
15-12-23.156,-3734,2855,163,314,-128,-56
15-12-23.166,-3624,2721,303,314,-125,-46
15-12-23.178,-3509,2476,423,314,-124,-42
15-12-23.186,-3258,2242,444,312,-123,-34
15-12-23.196,-3307,2058,431,310,-123,-32
15-12-23.206,-3585,1826,458,308,-124,-26
15-12-23.216,-3761,1591,439,308,-124,-28
15-12-23.226,-3716,1518,383,304,-124,-26
15-12-23.236,-3743,1611,141,302,-124,-31
15-12-23.246,-3154,1648,-237,303,-123,-32
15-12-23.256,-2817,1639,-507,301,-121,-31
15-12-23.266,-2768,1643,-731,302,-116,-30
15-12-23.276,-2543,1590,-948,305,-112,-28
15-12-23.286,-2321,1433,-1075,305,-108,-26
15-12-23.296,-2460,1058,-1050,307,-102,-23
15-12-23.306,-2350,656,-1074,308,-97,-21
15-12-23.316,-2193,433,-1189,310,-90,-24
15-12-23.326,-2198,302,-1363,312,-85,-25
15-12-23.336,-2114,270,-1557,316,-77,-29
15-12-23.346,-1942,316,-1784,320,-68,-32
15-12-23.356,-2357,294,-1957,320,-58,-32
15-12-23.366,-2797,322,-2165,322,-49,-35
15-12-23.376,-2584,495,-2371,326,-36,-36
15-12-23.386,-2365,636,-2584,329,-21,-38
15-12-23.396,-1838,693,-2778,330,-7,-35
15-12-23.406,-1492,537,-2881,332,7,-29
15-12-23.416,-1333,48,-2810,333,24,-31
15-12-23.426,-1045,-468,-2712,333,38,-26
15-12-23.436,-414,-874,-2747,333,38,-26
15-12-23.446,-206,-1253,-2866,332,54,-27
15-12-23.456,-222,-1526,-2884,331,69,-38
15-12-23.466,-463,-1543,-2655,324,85,-42
15-12-23.476,-953,-1531,-2498,320,102,-52
15-12-23.486,-1455,-1512,-2478,314,115,-64
15-12-23.496,-2100,-1509,-2517,305,127,-62
15-12-23.506,-3077,-1592,-2652,299,147,-70
15-12-23.516,-3566,-1521,-2895,289,159,-75
15-12-23.526,-2921,-1348,-3039,277,177,-66
15-12-23.536,-2079,-1213,-2992,267,195,-67
15-12-23.546,-1482,-1174,-2895,253,208,-62
15-12-23.555,-1107,-1142,-2833,241,224,-59
15-12-23.564,-801,-1165,-2877,226,238,-58
15-12-23.576,-816,-1243,-2915,212,248,-51
15-12-23.586,-1619,-1358,-2930,195,259,-56
15-12-23.594,-2129,-1290,-2851,179,273,-59
15-12-23.605,-2758,-1094,-2760,161,281,-52
15-12-23.614,-2988,-851,-2693,145,291,-35
15-12-23.626,-2878,-697,-2585,127,296,-23
15-12-23.636,-1949,-459,-2488,112,302,-4
15-12-23.646,-828,-259,-2367,97,307,10
15-12-23.656,402,-131,-2259,80,311,9
15-12-23.665,1023,-192,-2037,68,313,11
15-12-23.674,1443,-392,-1902,55,316,3
15-12-23.684,1994,-583,-1973,43,316,-2
15-12-23.696,2484,-690,-2299,31,319,-11
15-12-23.705,2846,-668,-2495,18,318,-24
15-12-23.715,3101,-536,-2661,1,314,-40
15-12-23.724,3368,-486,-2788,-14,312,-54
15-12-23.736,3612,-492,-2829,-32,306,-75
15-12-23.746,3609,-566,-2667,-47,296,-92
15-12-23.756,3269,-702,-2296,-63,288,-113
15-12-23.765,3489,-845,-2099,-76,278,-128
15-12-23.776,4304,-937,-2261,-89,264,-141
15-12-23.786,5060,-938,-2613,-102,250,-158
15-12-23.796,5767,-1178,-2931,-116,229,-178
15-12-23.804,5341,-1220,-3077,-131,203,-192
15-12-23.816,5117,-1499,-3189,-145,176,-210
15-12-23.826,4587,-1543,-3089,-160,146,-221
15-12-23.836,3881,-1509,-2789,-170,120,-230
15-12-23.845,3354,-1368,-2464,-181,95,-231
15-12-23.855,3257,-1175,-2261,-191,73,-235
15-12-23.865,3463,-1038,-2228,-195,52,-234
15-12-23.874,3936,-966,-2328,-200,30,-233
15-12-23.886,4381,-1009,-2523,-204,4,-230
15-12-23.896,4057,-1108,-2667,-207,-21,-224
15-12-23.906,3774,-1200,-2745,-209,-46,-218
15-12-23.916,4058,-1383,-2748,-210,-71,-211
15-12-23.926,3434,-1291,-2743,-209,-94,-203
15-12-23.935,3393,-1320,-2755,-209,-117,-190
15-12-23.945,3025,-1132,-2607,-205,-137,-178
15-12-23.955,2517,-893,-2403,-199,-155,-168
15-12-23.963,2054,-624,-2325,-195,-170,-161
15-12-23.974,1614,-221,-2328,-188,-184,-152
15-12-23.986,1489,166,-2290,-179,-195,-147
15-12-23.996,1627,462,-2281,-173,-207,-143
15-12-24.006,2168,617,-2481,-159,-219,-135
15-12-24.016,2176,805,-2495,-146,-232,-131
15-12-24.026,2259,875,-2464,-134,-242,-125
15-12-24.035,2376,921,-2428,-122,-253,-119
15-12-24.044,2337,1066,-2287,-104,-263,-114
15-12-24.056,2689,1191,-2235,-95,-271,-99
15-12-24.066,2445,1081,-2196,-82,-280,-93
15-12-24.076,2250,867,-2167,-68,-288,-84
15-12-24.086,1683,725,-2129,-57,-292,-73
15-12-24.096,1583,721,-2292,-43,-297,-64
15-12-24.106,1436,677,-2481,-27,-301,-55
15-12-24.116,1040,675,-2523,-15,-304,-52
15-12-24.125,929,755,-2513,1,-305,-47
15-12-24.135,662,785,-2359,1,-305,-47
15-12-24.144,503,841,-2070,15,-307,-46
15-12-24.156,618,1031,-1690,26,-307,-40
15-12-24.166,1095,1213,-1441,36,-307,-39
15-12-24.176,1576,1348,-1388,45,-307,-32
15-12-24.185,1966,1201,-1612,54,-306,-26
15-12-24.195,1938,1182,-1888,62,-307,-15
15-12-24.206,1591,1376,-2127,72,-305,-1
15-12-24.216,1122,1656,-2320,84,-302,7
15-12-24.226,775,2021,-2084,95,-300,14
15-12-24.236,574,2313,-1883,107,-295,25
15-12-24.247,-46,2491,-1535,116,-292,32
15-12-24.254,-245,2465,-1184,121,-291,40
15-12-24.266,-31,2217,-881,126,-287,43
15-12-24.276,158,1632,-736,129,-285,43
15-12-24.285,124,1444,-578,129,-285,51
15-12-24.295,362,1557,-466,130,-282,52
15-12-24.305,416,1506,-385,132,-282,55
15-12-24.314,184,1380,-485,131,-281,60
15-12-24.326,-193,1290,-532,131,-279,67
15-12-24.335,-444,1333,-655,132,-278,71
15-12-24.347,-281,1406,-506,132,-279,74
15-12-24.355,-264,1476,-211,134,-278,67
15-12-24.365,-348,1390,72,132,-277,70
15-12-24.376,-444,1031,-173,129,-276,74
15-12-24.385,-759,824,-98,130,-277,71
15-12-24.394,-1608,851,215,128,-278,71
15-12-24.406,-2507,721,80,126,-280,65
15-12-24.416,-2987,474,-91,127,-282,51
15-12-24.426,-3483,425,-141,126,-285,37
15-12-24.436,-4287,508,-36,128,-286,25
15-12-24.446,-4905,674,56,129,-287,1
15-12-24.456,-5249,773,42,127,-287,-25
15-12-24.466,-5729,714,-5,127,-283,-48
15-12-24.476,-6121,830,-135,128,-278,-84
15-12-24.486,-6346,987,-450,132,-269,-116
15-12-24.496,-7238,1243,-610,137,-254,-145
15-12-24.506,-8296,1468,-841,144,-234,-179
15-12-24.516,-9338,1895,-749,152,-207,-215
15-12-24.526,-9946,2310,-345,164,-170,-245
15-12-24.536,-10084,2264,199,171,-130,-269
15-12-24.546,-9520,1958,625,179,-87,-286
15-12-24.556,-8502,1695,787,189,-46,-291
15-12-24.566,-6960,1571,782,195,-9,-290
15-12-24.576,-6569,1291,848,201,19,-283
15-12-24.586,-6789,1124,959,206,45,-271
15-12-24.596,-7063,1010,956,211,72,-263
15-12-24.606,-7037,1023,846,216,97,-248
15-12-24.616,-6613,1169,715,221,120,-230
15-12-24.626,-5873,1341,632,229,141,-211
15-12-24.636,-5195,1349,556,233,157,-189
15-12-24.646,-4643,1090,475,239,169,-166
15-12-24.656,-3867,608,349,242,179,-150
15-12-24.666,-2454,218,206,243,186,-134
15-12-24.676,-892,-54,85,242,189,-122
15-12-24.688,227,-156,-14,243,191,-121
15-12-24.696,1061,-72,-41,243,190,-123
15-12-24.706,2181,139,43,243,187,-126
15-12-24.716,3197,374,102,245,182,-131
15-12-24.726,3892,491,67,248,173,-137
15-12-24.736,4405,506,-33,250,163,-146
15-12-24.746,4597,436,-132,250,151,-154
15-12-24.756,4855,359,-186,251,139,-164
15-12-24.766,5282,170,-276,254,125,-175
15-12-24.776,5235,-192,-365,253,109,-187
15-12-24.786,5156,-590,-335,251,93,-195
15-12-24.796,5235,-842,-229,248,77,-207
15-12-24.806,5637,-1194,-84,245,57,-213
15-12-24.816,5945,-1392,65,239,34,-218
15-12-24.826,6108,-1465,152,239,34,-218
15-12-24.836,6596,-1481,113,234,9,-223
15-12-24.846,7050,-1459,61,229,-16,-230
15-12-24.856,7619,-1415,-72,223,-44,-233
15-12-24.865,7938,-1272,-57,219,-76,-228
15-12-24.874,7829,-1079,96,214,-108,-219
15-12-24.886,7746,-708,242,210,-138,-207
15-12-24.895,7338,-505,335,207,-166,-191
15-12-24.904,6635,-341,360,206,-191,-166
15-12-24.916,5907,-243,386,204,-211,-147
15-12-24.926,6024,-240,117,201,-228,-119
15-12-24.935,5582,-102,-72,201,-238,-97
15-12-24.945,4875,177,-136,201,-250,-74
15-12-24.954,4186,329,-20,201,-254,-48
15-12-24.965,3524,343,-46,202,-256,-29
15-12-24.975,1630,257,-79,202,-259,-13
15-12-24.987,537,430,-515,204,-258,0
15-12-24.995,-162,542,-542,205,-255,3
15-12-25.005,-776,644,-566,207,-256,8
15-12-25.015,-1128,853,-680,210,-252,11
15-12-25.024,-1295,1031,-741,214,-249,5
15-12-25.034,-981,1131,-859,217,-251,2
15-12-25.046,-1137,1071,-797,221,-246,1
15-12-25.056,-1523,1270,-870,225,-241,-3
15-12-25.066,-1798,1390,-1098,229,-242,-2
15-12-25.076,-1598,1449,-1309,235,-235,-4
15-12-25.085,-2063,1355,-1273,241,-231,-7
15-12-25.095,-2726,1411,-1210,246,-227,-13
15-12-25.105,-2891,1498,-1226,252,-220,-16
15-12-25.114,-2984,1521,-1195,257,-214,-23
15-12-25.127,-3243,1577,-1131,265,-209,-26
15-12-25.134,-3596,1706,-993,270,-201,-31
15-12-25.145,-3823,1743,-710,274,-196,-41
15-12-25.154,-3439,1692,-458,278,-190,-41
15-12-25.164,-3328,1761,-201,282,-185,-46
15-12-25.176,-2842,1763,-46,282,-183,-51
15-12-25.186,-2670,1617,54,285,-179,-49
15-12-25.196,-2528,1324,33,285,-178,-53
15-12-25.205,-2435,962,0,285,-175,-59
15-12-25.215,-2104,671,27,289,-171,-53
15-12-25.226,-1802,420,18,289,-168,-64
15-12-25.236,-1796,218,-7,289,-168,-71
15-12-25.246,-1832,64,-57,290,-165,-68
15-12-25.256,-2019,-196,-78,289,-164,-76
15-12-25.265,-1765,-350,-228,289,-161,-84
15-12-25.274,-1691,-676,-297,290,-157,-90
15-12-25.286,-1465,-1025,-389,289,-153,-100
15-12-25.296,-1127,-1346,-481,290,-149,-106
15-12-25.304,-895,-1571,-563,287,-145,-115
15-12-25.314,-638,-1540,-552,285,-142,-127
15-12-25.326,-176,-1805,-650,283,-138,-135
15-12-25.336,132,-2348,-787,278,-134,-146
15-12-25.347,257,-2889,-938,273,-132,-157
15-12-25.355,-668,-2740,-971,269,-129,-169
15-12-25.365,-903,-2549,-1075,263,-124,-185
15-12-25.375,-1326,-2850,-1038,256,-116,-198
15-12-25.384,-2043,-2941,-920,245,-107,-214
15-12-25.396,-1563,-2987,-1001,233,-97,-231
15-12-25.406,-1176,-2891,-995,223,-88,-245
15-12-25.416,-1045,-3001,-963,210,-80,-258
15-12-25.426,-1182,-2950,-888,195,-72,-270
15-12-25.435,-1202,-2841,-802,183,-65,-282
15-12-25.445,-1177,-2644,-788,168,-57,-290
15-12-25.455,-1543,-2492,-718,154,-49,-298
15-12-25.466,-1562,-2341,-672,141,-41,-306
15-12-25.476,-1732,-2034,-722,128,-31,-311
15-12-25.485,-1289,-1899,-771,118,-23,-316
15-12-25.494,-993,-2183,-638,104,-18,-319
15-12-25.506,-629,-1906,-663,94,-14,-320
15-12-25.516,-31,-1799,-650,94,-14,-320
15-12-25.526,-266,-1822,-569,82,-10,-321
15-12-25.536,-97,-1798,-512,70,-9,-324
15-12-25.545,-244,-1662,-450,60,-8,-326
15-12-25.555,371,-1504,-428,51,-7,-328
15-12-25.565,577,-1232,-380,40,-7,-326
15-12-25.576,849,-959,-345,34,-9,-327
15-12-25.586,371,-785,-240,27,-14,-324
15-12-25.596,114,-609,-131,23,-17,-326
15-12-25.606,83,-442,-57,19,-18,-327
15-12-25.615,200,-295,-32,17,-19,-326
15-12-25.625,176,-192,-3,14,-19,-325
15-12-25.635,186,-57,16,14,-21,-326
15-12-25.645,233,63,27,14,-21,-327
15-12-25.655,221,161,20,11,-23,-325
15-12-25.665,233,271,11,14,-24,-326
15-12-25.675,55,365,-6,17,-25,-325
15-12-25.684,-109,412,-2,19,-26,-326
15-12-25.696,-34,436,13,20,-26,-326
15-12-25.705,-41,415,47,24,-25,-328
15-12-25.714,-4,391,91,26,-25,-325
15-12-25.726,99,360,138,28,-24,-325
15-12-25.736,80,315,152,29,-24,-326
15-12-25.746,58,271,144,32,-25,-326
15-12-25.755,9,246,126,34,-25,-327
15-12-25.765,-107,206,94,33,-26,-327
15-12-25.775,-56,175,72,36,-26,-324
15-12-25.785,-6,136,57,36,-26,-327
15-12-25.795,66,114,59,37,-25,-326
15-12-25.805,183,92,61,38,-25,-326
15-12-25.817,76,32,76,37,-26,-327
15-12-25.825,-73,-39,99,39,-27,-326
15-12-25.835,-37,-94,115,38,-26,-325
15-12-25.847,37,-125,82,37,-26,-327
15-12-25.855,145,-132,33,37,-26,-325
15-12-25.865,147,-116,-6,35,-28,-327
15-12-25.877,116,-60,-9,35,-28,-329
15-12-25.885,-46,24,-16,35,-29,-326
15-12-25.895,-140,115,-28,35,-28,-327
15-12-25.905,-132,163,-38,36,-28,-329
15-12-25.916,-43,201,-66,37,-26,-330
15-12-25.926,-152,343,51,40,-26,-329
15-12-25.936,-98,348,-71,41,-26,-328
15-12-25.946,-186,348,-127,44,-26,-328
15-12-25.956,-228,376,-145,46,-23,-329
15-12-25.966,-291,397,-109,46,-23,-331
15-12-25.976,-313,301,-65,51,-21,-332
15-12-25.986,-440,121,-26,52,-19,-330
15-12-25.996,-369,-53,-93,51,-17,-330
15-12-26.006,-360,-10,-90,51,-14,-331
15-12-26.016,-482,-86,-68,49,-12,-334
15-12-26.026,-31,-190,-207,49,-10,-329
15-12-26.036,332,-351,-269,48,-10,-330
15-12-26.046,420,-455,-249,46,-13,-333
15-12-26.056,777,-420,-319,43,-16,-331
15-12-26.066,763,-469,-171,40,-21,-329
15-12-26.076,705,-494,-223,36,-24,-330
15-12-26.086,778,-543,-328,34,-29,-332
15-12-26.096,544,-527,-205,32,-34,-332
15-12-26.106,280,-535,-172,27,-36,-335
15-12-26.116,23,-810,-218,23,-37,-332
15-12-26.126,-303,-973,-335,17,-36,-332
15-12-26.136,-487,-723,-245,13,-35,-335
15-12-26.146,-710,-752,-340,9,-31,-336
15-12-26.156,-947,-756,-503,3,-26,-336
15-12-26.165,-740,-750,-469,-1,-23,-337
15-12-26.174,-387,-723,-365,-4,-20,-337
15-12-26.185,-128,-723,-344,-10,-18,-337
15-12-26.193,-83,-725,-420,-10,-18,-337
15-12-26.205,-45,-636,-451,-14,-18,-335
15-12-26.215,-7,-567,-483,-16,-19,-335
15-12-26.224,-7,-486,-364,-19,-19,-334
15-12-26.235,-185,-350,-392,-23,-20,-332
15-12-26.245,-428,-206,-570,-23,-20,-332
15-12-26.254,-578,-105,-785,-26,-19,-334
15-12-26.265,-471,-585,-1581,-26,-17,-329
15-12-26.274,-130,-597,-1476,-29,-15,-329
15-12-26.285,-212,-448,-1170,-32,-16,-329
15-12-26.295,-323,-356,-1025,-34,-17,-327
15-12-26.304,-436,-254,-868,-33,-16,-324
15-12-26.314,-563,-205,-695,-34,-15,-324
15-12-26.326,-779,-88,-534,-33,-15,-323
15-12-26.335,-978,19,-368,-34,-12,-321
15-12-26.344,-1143,86,-287,-33,-7,-321
15-12-26.356,-1050,-26,-257,-30,-1,-318
15-12-26.365,-828,-141,-454,-30,3,-318
15-12-26.375,-777,-184,-610,-29,7,-316
15-12-26.385,-739,-228,-727,-29,10,-312
15-12-26.395,-643,-138,-918,-27,12,-309
15-12-26.406,-587,-137,-967,-27,15,-306
15-12-26.416,-475,-11,-483,-23,17,-308
15-12-26.425,-498,-56,-434,-23,20,-300
15-12-26.434,-539,-123,-389,-20,21,-300
15-12-26.446,-588,-181,-385,-19,24,-297
15-12-26.456,-649,-199,-359,-18,26,-297
15-12-26.467,-682,-151,-341,-16,30,-296
15-12-26.475,-573,-83,-348,-13,32,-294
15-12-26.485,-519,8,-353,-11,34,-292
15-12-26.495,-528,75,-433,-8,37,-290
15-12-26.505,-480,132,-556,-6,40,-291
15-12-26.515,-505,213,-625,-4,41,-287
15-12-26.525,-549,192,-672,-1,44,-288
15-12-26.534,-480,213,-683,1,46,-288
15-12-26.546,-471,170,-637,6,49,-287
15-12-26.555,-485,-19,-693,8,51,-284
15-12-26.564,-459,-204,-747,9,53,-286
15-12-26.576,-530,-423,-908,8,56,-285
15-12-26.585,-441,-605,-507,7,58,-282
15-12-26.597,-423,-696,-514,4,60,-284
15-12-26.605,-374,-525,-415,4,62,-280
15-12-26.614,-294,-369,-398,4,64,-283
15-12-26.625,-341,-254,-366,2,66,-283
15-12-26.635,-280,-143,-326,3,67,-280
15-12-26.644,-48,-29,-237,4,69,-282
15-12-26.654,149,125,67,4,69,-278
15-12-26.666,362,202,240,10,69,-280
15-12-26.675,451,321,243,12,66,-277
15-12-26.684,250,373,166,16,65,-279
15-12-26.696,283,384,92,19,64,-279
15-12-26.706,302,368,137,23,64,-281
15-12-26.716,313,367,210,26,62,-280
15-12-26.726,494,335,259,31,60,-280
15-12-26.736,411,299,406,34,58,-280
15-12-26.746,78,102,466,36,57,-279
15-12-26.756,-175,-119,456,38,57,-280
15-12-26.766,-241,-202,361,38,58,-280
15-12-26.776,-193,-199,321,37,58,-281
15-12-26.786,-243,-138,223,38,59,-280
15-12-26.796,-463,-110,78,39,61,-281
15-12-26.806,-465,-80,-63,38,64,-278
15-12-26.814,-288,-62,-146,39,64,-277
15-12-26.826,-199,-78,-162,40,67,-274
15-12-26.836,-185,-90,-201,38,67,-278
15-12-26.845,-27,-39,-190,39,69,-277
15-12-26.855,111,60,-209,39,68,-276
15-12-26.864,21,199,-259,42,67,-277
15-12-26.875,-92,354,-324,42,67,-277
15-12-26.885,-137,438,-296,42,67,-276
15-12-26.895,-85,418,-182,42,69,-275
15-12-26.905,-103,337,-152,45,69,-275
15-12-26.914,-252,186,-149,48,70,-277
15-12-26.925,-121,206,-181,49,71,-274
15-12-26.934,-57,246,-213,49,71,-274
15-12-26.945,-6,276,-189,51,72,-275
15-12-26.954,-11,306,-133,53,73,-274
15-12-26.966,-113,314,-131,54,72,-274
15-12-26.976,-246,341,-121,54,73,-270
15-12-26.986,-302,385,-99,57,74,-274
15-12-26.996,-500,331,-35,57,75,-272
15-12-27.006,-941,211,28,60,77,-269
15-12-27.016,-1085,169,62,63,80,-270
15-12-27.026,-930,199,93,62,85,-266
15-12-27.036,-845,293,69,63,89,-266
15-12-27.045,-496,458,-14,65,92,-261
15-12-27.055,-220,633,-41,67,95,-259
15-12-27.065,-22,721,-43,70,97,-259
15-12-27.074,267,760,-125,74,97,-255
