Time,GyoCalibratedX, GyoCalibratedY, GyoCalibratedZ,MagCalibratedX, MagCalibratedY, MagCalibratedZ
15-12-38.626,-4927,-1012,1628,-242,46,-138
15-12-38.636,-4922,-1321,1670,-242,63,-126
15-12-38.646,-4921,-1620,1981,-242,79,-113
15-12-38.656,-5058,-1732,2348,-242,93,-100
15-12-38.666,-4800,-1681,2776,-237,110,-81
15-12-38.678,-4730,-1495,3165,-235,126,-61
15-12-38.686,-4803,-1261,3415,-228,141,-43
15-12-38.696,-4294,-1173,3556,-220,157,-25
15-12-38.706,-3928,-1092,3708,-206,170,-6
15-12-38.716,-3286,-959,3669,-194,182,15
15-12-38.726,-2731,-641,3214,-179,193,31
15-12-38.736,-1954,-215,2606,-168,203,47
15-12-38.745,-1292,-27,1838,-156,210,57
15-12-38.757,-1003,97,1163,-150,213,62
15-12-38.765,-485,211,892,-145,216,72
15-12-38.775,714,647,1454,-139,217,70
15-12-38.786,1868,774,2375,-135,221,68
15-12-38.796,2795,1163,2932,-125,229,57
15-12-38.805,3472,1505,3074,-114,238,42
15-12-38.816,4083,2078,3103,-100,247,27
15-12-38.826,4549,2648,2981,-85,254,8
15-12-38.835,4607,3044,2634,-70,259,-17
15-12-38.846,4715,3047,2194,-53,262,-40
15-12-38.855,4859,2762,1807,-33,260,-67
15-12-38.866,4809,2970,1391,-29,255,-88
15-12-38.876,5163,2769,1110,-16,248,-112
15-12-38.886,5953,2826,815,-4,238,-131
15-12-38.896,6571,3112,630,8,224,-157
15-12-38.905,7347,3657,1291,22,205,-181
15-12-38.917,8955,4068,1357,42,180,-202
15-12-38.926,9519,4165,249,65,146,-220
15-12-38.936,8632,3957,-401,85,108,-238
15-12-38.946,7438,3630,-661,106,70,-248
15-12-38.956,6970,3085,-564,123,38,-253
15-12-38.966,6757,2117,-409,137,9,-249
15-12-38.976,5695,1567,-58,146,-18,-247
15-12-38.986,5023,1148,151,152,-41,-239
15-12-38.996,4867,1005,154,159,-63,-235
15-12-39.005,5165,910,-256,164,-82,-229
15-12-39.015,5258,929,-546,167,-101,-216
15-12-39.024,5780,1019,-716,173,-119,-204
15-12-39.035,5460,857,-890,180,-137,-187
15-12-39.046,5558,761,-1164,185,-152,-170
15-12-39.055,5111,686,-1231,192,-164,-155
15-12-39.066,4731,623,-1081,198,-173,-137
15-12-39.076,4385,781,-724,202,-181,-122
15-12-39.085,4491,793,-415,208,-187,-104
15-12-39.097,4271,683,10,210,-193,-85
15-12-39.107,4044,558,164,210,-199,-69
15-12-39.116,4670,414,-5,210,-204,-49
15-12-39.125,5141,-80,-28,212,-207,-32
15-12-39.136,4538,-339,88,211,-209,-14
15-12-39.146,4251,-901,340,210,-209,0
15-12-39.156,3480,-934,429,210,-211,15
15-12-39.166,3054,-1039,649,209,-211,28
15-12-39.176,2307,-1730,947,206,-212,36
15-12-39.187,1189,-1662,1213,205,-214,39
15-12-39.197,1236,-2022,1409,201,-218,39
15-12-39.207,964,-2066,1786,195,-222,40
15-12-39.215,555,-2145,2119,188,-227,35
15-12-39.225,424,-1814,2515,179,-235,34
15-12-39.235,1212,-2281,2428,170,-240,29
15-12-39.247,828,-2544,2247,159,-248,32
15-12-39.255,621,-3278,2197,151,-252,28
15-12-39.265,-369,-3388,2680,139,-258,21
15-12-39.277,-1127,-3035,2988,126,-264,14
15-12-39.287,-1804,-2711,3442,110,-270,1
15-12-39.295,-2325,-2001,3860,89,-276,-11
15-12-39.305,-2701,-1709,4044,67,-280,-25
15-12-39.317,-3496,-1396,4065,67,-280,-25
15-12-39.327,-3920,-1252,3958,45,-282,-46
15-12-39.335,-3744,-1395,3453,22,-280,-66
15-12-39.345,-3783,-1720,2798,3,-275,-87
15-12-39.357,-3486,-1761,1921,-16,-269,-105
15-12-39.365,-3320,-1883,1316,-29,-261,-122
15-12-39.377,-3101,-2015,859,-40,-254,-138
15-12-39.385,-3008,-1733,756,-49,-245,-151
15-12-39.397,-2850,-1585,786,-57,-237,-163
15-12-39.405,-3057,-1174,1056,-67,-229,-169
15-12-39.415,-3820,-1219,1716,-75,-219,-181
15-12-39.427,-4610,-690,1776,-86,-206,-193
15-12-39.437,-5573,-918,2386,-95,-189,-210
15-12-39.445,-6509,-1719,2488,-107,-168,-227
15-12-39.457,-6774,-1379,2546,-122,-139,-240
15-12-39.465,-6260,-893,2442,-132,-108,-252
15-12-39.475,-5529,-470,2299,-142,-75,-260
15-12-39.487,-5217,-235,2482,-146,-46,-264
15-12-39.495,-5209,-13,2666,-148,-18,-264
15-12-39.505,-5555,4,2648,-148,11,-265
15-12-39.517,-5951,-6,2613,-147,41,-262
15-12-39.525,-6294,-43,2557,-142,72,-254
15-12-39.536,-5686,393,2460,-140,104,-242
15-12-39.545,-4583,799,2203,-134,132,-230
15-12-39.553,-3035,1606,2108,-125,155,-213
15-12-39.567,-1334,2102,2323,-110,172,-201
15-12-39.574,-40,2163,2387,-95,182,-198
15-12-39.586,470,2338,2187,-78,188,-200
15-12-39.595,808,2263,1889,-63,191,-203
15-12-39.605,1472,2282,1375,-46,191,-208
15-12-39.614,2353,2492,914,-33,188,-211
15-12-39.627,3407,2932,558,-20,180,-220
15-12-39.636,4493,3326,212,-4,170,-230
15-12-39.645,4835,3467,-116,13,151,-242
15-12-39.655,3365,3267,-339,29,132,-254
15-12-39.666,2114,2961,-366,45,117,-262
15-12-39.675,2212,2604,-209,60,108,-267
15-12-39.684,1953,2320,-78,70,97,-268
15-12-39.696,1693,2142,33,83,89,-270
15-12-39.705,1385,1966,112,93,82,-270
15-12-39.714,59,1357,135,103,76,-271
15-12-39.726,-540,1277,108,110,75,-269
15-12-39.735,-499,1061,63,114,77,-265
15-12-39.744,-240,1051,-118,120,79,-267
15-12-39.756,316,1264,-254,126,80,-260
15-12-39.766,822,1526,-182,132,79,-256
15-12-39.776,521,1187,-84,139,76,-254
15-12-39.784,163,705,-18,142,74,-251
15-12-39.796,-234,151,69,144,73,-248
15-12-39.806,-405,-170,167,143,74,-251
15-12-39.815,-221,-101,135,142,75,-247
15-12-39.824,110,94,66,142,75,-245
15-12-39.836,315,228,-21,145,75,-245
15-12-39.846,372,160,-82,145,73,-245
15-12-39.856,415,73,-196,145,71,-244
15-12-39.865,274,-101,-1069,145,70,-242
15-12-39.874,113,2,-528,143,70,-242
15-12-39.886,70,185,218,144,71,-242
15-12-39.896,321,416,134,146,70,-241
15-12-39.905,611,598,5,149,68,-241
15-12-39.917,445,634,-53,150,66,-240
15-12-39.925,-140,328,35,154,65,-239
15-12-39.935,237,-166,294,154,64,-237
15-12-39.944,532,-467,456,153,62,-235
15-12-39.955,743,-441,414,151,59,-238
15-12-39.967,311,-81,-72,151,56,-241
15-12-39.976,235,208,-263,151,56,-242
15-12-39.985,305,203,-166,151,54,-240
15-12-39.996,483,108,-104,153,53,-239
15-12-40.006,438,17,-55,153,51,-242
15-12-40.016,289,-55,54,153,51,-242
15-12-40.026,287,-111,66,153,50,-242
15-12-40.036,216,-82,41,152,49,-239
15-12-40.046,243,-38,12,152,48,-245
15-12-40.056,298,3,5,152,48,-245
15-12-40.068,236,9,23,151,46,-242
15-12-40.076,70,-27,28,153,46,-245
15-12-40.086,-66,-57,32,152,43,-245
15-12-40.097,-145,-57,38,152,45,-247
15-12-40.106,-191,-9,64,152,45,-248
15-12-40.116,-165,46,64,152,46,-247
15-12-40.125,-49,78,61,151,46,-248
15-12-40.134,0,84,65,153,47,-248
15-12-40.146,34,85,58,153,46,-245
15-12-40.156,-56,73,37,154,46,-245
15-12-40.166,-231,56,2,154,46,-248
15-12-40.176,9,118,-55,153,47,-245
15-12-40.185,28,95,-71,154,48,-245
15-12-40.194,-10,54,-59,154,46,-245
15-12-40.206,62,56,-58,154,48,-248
15-12-40.216,137,59,-47,154,47,-246
15-12-40.226,129,40,-25,154,47,-242
15-12-40.235,64,22,-27,155,46,-245
15-12-40.246,-28,-24,-28,154,46,-243
15-12-40.256,-108,-57,-54,155,46,-246
15-12-40.266,-157,-66,-74,154,46,-242
15-12-40.276,-232,-84,-80,154,48,-243
15-12-40.288,-275,-90,-80,154,48,-243
15-12-40.296,-99,-57,-77,154,50,-245
15-12-40.306,-23,-46,-58,152,51,-244
15-12-40.316,-9,-87,-39,154,51,-242
15-12-40.326,-48,-132,-26,152,51,-243
15-12-40.335,-128,-176,-41,151,51,-246
15-12-40.346,-161,-229,-71,151,52,-245
15-12-40.356,-114,-259,-130,151,51,-244
15-12-40.366,-45,-284,-187,148,53,-245
15-12-40.376,9,-253,-179,148,53,-246
15-12-40.386,8,-226,-58,145,53,-245
15-12-40.395,106,-224,-58,145,54,-247
15-12-40.407,202,-184,-102,145,53,-248
15-12-40.415,180,-250,-64,145,53,-248
15-12-40.424,-26,-254,-38,143,52,-248
15-12-40.435,-66,-357,98,141,52,-248
15-12-40.444,-240,-358,455,140,51,-248
15-12-40.456,-319,-254,588,139,52,-248
15-12-40.466,-332,-268,485,138,52,-249
15-12-40.476,-425,-379,486,136,52,-247
15-12-40.486,-588,-352,519,136,53,-247
15-12-40.496,-329,-251,379,136,53,-244
15-12-40.506,43,-196,204,134,53,-245
15-12-40.516,310,255,-124,133,51,-243
15-12-40.526,649,577,-720,137,50,-239
15-12-40.538,682,342,-1098,138,48,-239
15-12-40.546,-26,271,-813,139,46,-236
15-12-40.556,-157,204,-627,140,47,-233
15-12-40.566,-161,114,-566,140,47,-228
15-12-40.576,-229,-26,-507,140,48,-225
15-12-40.586,-197,-83,-373,141,47,-220
15-12-40.598,-238,-39,-78,140,46,-218
15-12-40.606,-295,58,166,140,46,-212
15-12-40.616,-137,189,300,142,43,-212
15-12-40.626,-49,410,463,145,39,-205
15-12-40.636,-205,573,-244,148,38,-199
15-12-40.646,-364,602,-43,152,35,-196
15-12-40.656,-670,655,-27,155,33,-189
15-12-40.666,-754,422,-245,158,31,-185
15-12-40.676,-786,416,-126,160,30,-184
15-12-40.686,-682,336,-135,163,29,-179
15-12-40.696,-342,318,-213,165,28,-178
15-12-40.706,-149,462,-168,168,25,-174
15-12-40.716,-46,513,-79,170,22,-175
15-12-40.726,201,367,-67,170,22,-175
15-12-40.736,238,270,-45,174,19,-169
15-12-40.746,318,127,-58,176,16,-170
15-12-40.756,309,223,-10,178,12,-169
15-12-40.766,233,227,-91,180,9,-166
15-12-40.776,209,276,-174,182,5,-167
15-12-40.786,75,206,-206,185,2,-169
15-12-40.796,-48,136,-151,187,0,-169
15-12-40.806,-110,82,-151,189,-2,-169
15-12-40.816,-326,-4,-63,189,-4,-168
15-12-40.826,-464,-60,3,192,-6,-170
15-12-40.836,-500,-101,55,190,-7,-171
15-12-40.846,-577,-197,140,192,-8,-171
15-12-40.855,-535,-322,137,193,-9,-176
15-12-40.864,-471,-347,61,192,-10,-178
15-12-40.875,-497,-441,66,192,-10,-180
15-12-40.885,-374,-566,-32,190,-10,-180
15-12-40.894,-52,-511,-176,190,-10,-184
15-12-40.906,-67,-410,-240,188,-10,-185
15-12-40.916,-419,-215,-148,188,-9,-187
15-12-40.926,-302,-314,-122,187,-9,-188
15-12-40.936,-112,-171,-26,187,-8,-189
15-12-40.946,-93,-69,38,186,-8,-192
15-12-40.956,-134,-84,27,185,-8,-189
15-12-40.966,-130,-153,13,186,-7,-194
15-12-40.976,-114,-203,56,185,-8,-192
15-12-40.986,40,-146,18,187,-8,-192
15-12-40.996,141,-115,-6,185,-8,-192
15-12-41.006,75,-75,83,185,-8,-192
15-12-41.016,12,-40,106,185,-9,-194
15-12-41.026,-4,-35,65,185,-10,-195
15-12-41.034,-47,-40,57,185,-10,-197
15-12-41.046,-116,-30,14,185,-12,-195
15-12-41.055,-45,-37,4,186,-11,-197
15-12-41.064,86,-24,-45,185,-11,-200
15-12-41.076,81,-7,-57,185,-12,-201
15-12-41.086,100,25,-60,186,-13,-199
15-12-41.096,149,33,-146,186,-12,-202
15-12-41.105,35,-15,-125,186,-12,-204
15-12-41.114,-74,3,-79,185,-12,-204
15-12-41.125,-76,-49,-127,186,-11,-206
15-12-41.136,-1088,-919,119,186,-11,-207
15-12-41.145,-1398,-737,265,180,-8,-213
15-12-41.155,-1,-33,160,180,-5,-213
15-12-41.164,-65,1,237,181,-6,-213
15-12-41.175,23,1,-141,181,-8,-213
15-12-41.186,75,-9,-148,180,-7,-212
15-12-41.196,-52,11,-21,181,-7,-213
15-12-41.208,-74,0,-68,179,-7,-213
15-12-41.216,12,-11,-32,182,-7,-213
15-12-41.226,22,-3,14,182,-5,-214
15-12-41.236,-15,0,10,182,-7,-214
15-12-41.246,-29,-7,0,181,-7,-215
15-12-41.256,11,0,-38,182,-7,-214
15-12-41.266,2,-6,-24,182,-7,-213
15-12-41.276,0,0,1,181,-8,-213
15-12-41.286,-5,-3,7,183,-7,-210
15-12-41.296,4,-5,4,182,-8,-212
15-12-41.306,8,-8,2,182,-8,-211
15-12-41.315,6,-8,5,182,-8,-214
15-12-41.326,-1,-2,0,181,-8,-211
15-12-41.336,0,-4,2,182,-8,-212
15-12-41.346,2,-5,-1,182,-8,-212
15-12-41.356,0,-5,-10,182,-8,-210
15-12-41.366,4,-10,-7,182,-8,-213
15-12-41.376,4,0,-10,182,-8,-211
15-12-41.386,3,-2,-23,181,-8,-212
15-12-41.395,-2,0,-108,182,-8,-212
15-12-41.407,-2,0,-70,182,-8,-214
15-12-41.417,-2,0,-46,181,-7,-213
15-12-41.425,-1,0,-35,182,-6,-212
15-12-41.436,-3,1,-31,182,-6,-212
15-12-41.446,0,0,-13,181,-6,-212
15-12-41.456,0,7,-1,181,-6,-214
15-12-41.466,-2,5,2,181,-6,-213
15-12-41.476,0,5,4,181,-6,-215
15-12-41.486,0,6,3,182,-5,-213
15-12-41.496,0,9,4,181,-7,-213
15-12-41.506,0,2,8,181,-6,-214
15-12-41.515,0,1,0,182,-6,-214
15-12-41.526,2,-4,-4,182,-7,-212
15-12-41.536,4,-5,-1,182,-7,-215
15-12-41.546,2,-2,-4,182,-6,-215
15-12-41.556,1,-2,-2,182,-6,-215
15-12-41.566,0,-1,0,182,-7,-215
15-12-41.576,1,1,-1,182,-6,-213
15-12-41.586,2,2,0,182,-6,-213
15-12-41.596,2,5,2,182,-6,-214
15-12-41.606,1,3,0,181,-6,-214
15-12-41.615,-1,3,0,181,-6,-215
15-12-41.626,0,3,-2,181,-7,-210
15-12-41.636,-2,0,0,181,-6,-210
15-12-41.645,3,-1,1,182,-7,-213
15-12-41.657,1,1,2,182,-6,-214
15-12-41.665,3,0,2,180,-6,-211
15-12-41.677,2,2,4,187,-6,-214
15-12-41.686,2,-1,-3,181,-6,-213
15-12-41.696,0,-2,-1,180,-7,-213
15-12-41.706,0,2,2,181,-6,-211
15-12-41.716,0,4,-1,182,-7,-213
15-12-41.726,0,2,-1,182,-6,-213
15-12-41.736,0,0,1,182,-6,-213
15-12-41.746,0,2,1,182,-7,-210
15-12-41.755,-1,0,0,181,-6,-212
15-12-41.767,0,2,2,180,-6,-213
15-12-41.774,-1,-2,0,181,-7,-213
15-12-41.784,0,2,1,182,-7,-213
15-12-41.796,0,0,2,181,-6,-213
15-12-41.806,0,0,0,181,-6,-215
15-12-41.816,0,-3,-2,182,-7,-210
15-12-41.826,3,-5,0,181,-7,-213
15-12-41.836,0,0,0,181,-7,-211
15-12-41.848,0,-2,3,182,-6,-213
15-12-41.856,0,0,-2,182,-7,-215
15-12-41.866,0,-1,0,182,-7,-213
15-12-41.876,0,0,4,181,-7,-212
15-12-41.886,0,-2,1,182,-6,-214
15-12-41.896,-1,-1,2,182,-6,-213
15-12-41.906,-1,0,0,181,-7,-213
15-12-41.916,0,-2,2,182,-6,-213
15-12-41.926,-1,-1,-2,182,-7,-214
15-12-41.936,3,-4,4,180,-6,-213
15-12-41.946,0,0,-3,181,-6,-213
15-12-41.956,1,2,2,180,-6,-213
15-12-41.966,4,-1,-2,181,-7,-213
15-12-41.976,0,2,4,181,-6,-214
15-12-41.986,0,1,0,180,-7,-213
15-12-41.996,2,3,-3,181,-6,-213
15-12-42.006,1,0,-2,182,-7,-211
15-12-42.016,-2,2,0,181,-7,-214
15-12-42.026,0,2,0,182,-7,-213
15-12-42.038,0,1,0,181,-6,-213
15-12-42.046,0,2,4,182,-7,-213
15-12-42.056,0,-4,-2,180,-7,-215
15-12-42.066,1,0,-2,182,-6,-216
15-12-42.076,-1,0,0,182,-7,-214
15-12-42.086,0,1,-1,182,-7,-216
15-12-42.098,3,4,-1,182,-7,-211
15-12-42.106,0,0,-2,181,-7,-213
15-12-42.116,0,0,-1,182,-7,-212
15-12-42.126,0,1,2,181,-6,-216
15-12-42.136,1,1,-2,180,-8,-210
15-12-42.146,0,0,0,180,-8,-210
15-12-42.156,1,0,0,182,-6,-212
15-12-42.166,3,0,1,182,-6,-215
15-12-42.175,0,0,0,181,-7,-215
15-12-42.184,0,3,0,182,-7,-214
15-12-42.196,-2,0,-1,182,-7,-216
15-12-42.205,0,-2,-1,182,-7,-214
15-12-42.215,-1,-5,2,181,-6,-215
15-12-42.225,0,-4,0,180,-7,-213
15-12-42.234,1,1,0,182,-7,-215
15-12-42.246,0,1,2,182,-7,-215
15-12-42.255,1,0,2,181,-7,-213
15-12-42.265,-1,2,0,181,-6,-216
15-12-42.274,0,0,2,182,-7,-213
15-12-42.285,0,2,0,182,-7,-213
15-12-42.294,0,-3,2,182,-6,-213
15-12-42.305,0,0,-2,182,-7,-214
15-12-42.314,3,0,1,182,-7,-215
15-12-42.326,0,0,1,181,-7,-214
15-12-42.335,0,0,0,181,-8,-215
15-12-42.347,2,-2,2,181,-7,-210
15-12-42.355,-1,2,0,182,-8,-213
15-12-42.365,1,2,2,182,-7,-212
15-12-42.376,1,0,-3,182,-7,-213
15-12-42.385,1,-2,0,181,-7,-213
15-12-42.394,0,2,-1,182,-7,-213
15-12-42.406,2,0,0,181,-7,-213
15-12-42.415,-1,1,0,181,-7,-213
15-12-42.425,2,-1,0,182,-7,-213
15-12-42.435,1,8,0,181,-7,-213
15-12-42.445,-2,0,-4,181,-7,-215
15-12-42.455,3,-3,0,182,-7,-214
15-12-42.465,0,0,3,180,-8,-213
15-12-42.475,1,-1,0,182,-7,-213
15-12-42.485,-1,2,0,182,-8,-215
15-12-42.496,4,1,0,180,-7,-213
15-12-42.505,0,2,0,181,-7,-213
15-12-42.513,-1,-4,0,182,-7,-213
15-12-42.525,1,0,-1,182,-7,-213
15-12-42.535,-4,0,0,182,-6,-216
15-12-42.546,1,2,-1,181,-7,-216
15-12-42.555,0,3,0,181,-6,-216
15-12-42.564,-3,0,-2,182,-7,-217
15-12-42.576,-1,6,0,182,-7,-216
15-12-42.585,1,0,0,181,-8,-215
15-12-42.593,2,0,0,182,-7,-215
15-12-42.604,0,0,3,182,-7,-214
15-12-42.616,0,2,-2,181,-7,-213
15-12-42.625,1,0,-3,181,-7,-216
15-12-42.634,0,0,0,182,-7,-216
15-12-42.646,1,1,0,181,-7,-214
15-12-42.655,1,-5,0,182,-7,-216
15-12-42.664,-2,0,-2,181,-7,-214
15-12-42.675,1,-1,0,182,-7,-216
15-12-42.683,2,-1,-1,182,-7,-216
15-12-42.694,1,5,-2,182,-7,-215
15-12-42.706,-1,-7,2,181,-7,-215
15-12-42.715,1,0,4,183,-6,-215
15-12-42.725,1,1,-4,182,-8,-215
15-12-42.736,2,-1,0,182,-8,-213
15-12-42.746,0,0,0,182,-8,-215
15-12-42.755,-1,-3,-1,182,-7,-212
15-12-42.765,1,2,-2,181,-7,-213
15-12-42.774,0,-1,0,182,-8,-213
15-12-42.785,3,0,3,181,-7,-215
15-12-42.795,3,0,0,182,-8,-214
15-12-42.805,0,0,1,182,-7,-216
15-12-42.816,0,-4,-1,181,-6,-214
15-12-42.826,0,2,0,181,-8,-214
15-12-42.835,1,2,-2,182,-7,-214
15-12-42.843,-1,-1,-3,182,-8,-213
15-12-42.854,0,2,0,182,-7,-214
15-12-42.866,0,-1,2,182,-7,-214
15-12-42.875,2,0,2,182,-8,-215
15-12-42.883,0,2,0,182,-7,-214
15-12-42.905,3,2,0,182,-7,-213
15-12-42.907,1,-2,-3,181,-7,-215
15-12-42.917,0,3,0,182,-7,-213
15-12-42.925,0,0,0,181,-7,-215
15-12-42.935,0,2,0,182,-7,-215
15-12-42.947,-1,-1,0,181,-7,-215
15-12-42.957,0,0,-1,182,-8,-214
15-12-42.965,1,1,-3,181,-8,-214
15-12-42.977,3,0,-2,182,-7,-216
15-12-42.987,1,2,0,182,-7,-216
15-12-42.995,1,-2,0,181,-7,-213
15-12-43.004,-1,5,-1,182,-7,-215
15-12-43.015,-1,-1,0,181,-7,-216
15-12-43.026,0,0,0,182,-7,-214
15-12-43.035,-1,0,0,183,-7,-216
15-12-43.045,3,0,0,182,-7,-214
15-12-43.057,0,0,-3,182,-7,-216
15-12-43.065,0,-2,-3,181,-8,-214
15-12-43.074,0,-4,-5,182,-8,-213
15-12-43.086,-1,-2,-7,182,-8,-215
15-12-43.095,0,-5,-7,182,-8,-213
15-12-43.106,-2,0,0,180,-7,-211
15-12-43.116,-3,0,0,181,-8,-213
15-12-43.125,-2,2,-3,182,-8,-214
15-12-43.136,-1,-2,-13,180,-7,-214
