Time,TimeStamp, AccX, AccY, AccZ, GyrX, GyrY, GyrZ, MagX, MagY, MagZ, Roll, Pitch, Yaw, Qw, Qx, Qy, Qz
17-54-07.059,32027, -0.691, 0.337, 0.685, -529.77, -128.57, -175.17, 20.433, -8.417, 19.417, 97.65, -45.96, -72.57, 0.315, 0.203, 0.711, -0.596
17-54-07.061,32029, -0.682, 0.372, 0.608, -537.77, -130.22, -174.21, 20.433, -8.417, 19.417, 98.75, -46.19, -70.58, 0.317, 0.195, 0.717, -0.589
17-54-07.063,32032, -0.675, 0.409, 0.541, -545.57, -130.33, -173.12, 20.433, -8.417, 19.417, 99.91, -46.39, -68.53, 0.319, 0.187, 0.724, -0.582
17-54-07.067,32034, -0.667, 0.430, 0.500, -552.98, -129.17, -171.81, 19.725, -7.475, 20.225, 101.10, -46.56, -66.44, 0.321, 0.178, 0.731, -0.575
17-54-07.069,32037, -0.662, 0.469, 0.458, -559.64, -126.94, -170.14, 19.725, -7.475, 20.225, 102.32, -46.70, -64.32, 0.323, 0.170, 0.738, -0.568
17-54-07.071,32039, -0.647, 0.501, 0.424, -565.36, -123.75, -167.99, 19.725, -7.475, 20.225, 103.55, -46.78, -62.19, 0.325, 0.162, 0.744, -0.560
17-54-07.073,32042, -0.635, 0.541, 0.385, -570.18, -119.88, -165.17, 19.725, -7.475, 20.225, 104.83, -46.83, -60.02, 0.327, 0.154, 0.751, -0.553
17-54-07.077,32044, -0.629, 0.570, 0.365, -574.28, -115.62, -161.38, 19.375, -6.875, 21.058, 106.13, -46.84, -57.84, 0.329, 0.146, 0.758, -0.545
17-54-07.079,32047, -0.613, 0.579, 0.355, -577.67, -111.41, -156.56, 19.375, -6.875, 21.058, 107.45, -46.79, -55.66, 0.331, 0.138, 0.764, -0.537
17-54-07.081,32049, -0.603, 0.589, 0.359, -580.29, -107.61, -150.67, 19.375, -6.875, 21.058, 108.75, -46.69, -53.49, 0.333, 0.130, 0.770, -0.528
17-54-07.083,32052, -0.598, 0.554, 0.390, -582.18, -104.61, -143.86, 19.375, -6.875, 21.058, 110.07, -46.54, -51.32, 0.334, 0.122, 0.777, -0.520
17-54-07.087,32054, -0.602, 0.536, 0.429, -583.51, -102.80, -136.43, 18.583, -6.017, 23.142, 111.37, -46.35, -49.16, 0.336, 0.114, 0.783, -0.511
17-54-07.089,32057, -0.606, 0.555, 0.509, -584.77, -102.76, -128.69, 18.583, -6.017, 23.142, 112.66, -46.10, -47.03, 0.338, 0.107, 0.789, -0.502
17-54-07.091,32059, -0.598, 0.536, 0.549, -586.65, -104.78, -121.08, 18.583, -6.017, 23.142, 113.89, -45.78, -44.93, 0.340, 0.099, 0.795, -0.493
17-54-07.093,32062, -0.600, 0.529, 0.595, -589.78, -108.77, -113.99, 18.583, -6.017, 23.142, 115.11, -45.43, -42.85, 0.342, 0.091, 0.800, -0.484
17-54-07.097,32064, -0.606, 0.551, 0.624, -594.51, -114.21, -107.56, 17.833, -5.975, 24.167, 116.29, -45.03, -40.78, 0.344, 0.084, 0.806, -0.475
17-54-07.099,32067, -0.614, 0.568, 0.663, -600.61, -120.30, -101.79, 17.833, -5.975, 24.167, 117.44, -44.57, -38.73, 0.346, 0.076, 0.811, -0.465
17-54-07.101,32069, -0.625, 0.608, 0.682, -607.54, -126.37, -96.39, 17.833, -5.975, 24.167, 118.52, -44.06, -36.71, 0.348, 0.069, 0.817, -0.455
17-54-07.103,32072, -0.631, 0.631, 0.683, -614.73, -131.98, -91.23, 17.833, -5.975, 24.167, 119.58, -43.52, -34.70, 0.351, 0.061, 0.822, -0.445
17-54-07.107,32074, -0.642, 0.651, 0.670, -621.57, -137.16, -86.38, 17.433, -6.333, 25.542, 120.61, -42.93, -32.70, 0.353, 0.054, 0.827, -0.435
17-54-07.109,32077, -0.648, 0.681, 0.654, -627.60, -142.05, -81.95, 17.433, -6.333, 25.542, 121.58, -42.29, -30.73, 0.355, 0.046, 0.832, -0.424
17-54-07.111,32079, -0.655, 0.710, 0.633, -632.39, -146.99, -77.93, 17.433, -6.333, 25.542, 122.49, -41.61, -28.81, 0.358, 0.038, 0.836, -0.413
17-54-07.113,32082, -0.669, 0.749, 0.605, -635.92, -152.18, -74.03, 17.433, -6.333, 25.542, 123.37, -40.90, -26.90, 0.361, 0.031, 0.841, -0.403
17-54-07.117,32084, -0.695, 0.809, 0.558, -638.24, -157.79, -69.99, 17.267, -6.500, 27.042, 124.20, -40.16, -25.03, 0.363, 0.023, 0.845, -0.391
17-54-07.119,32087, -0.725, 0.869, 0.529, -639.51, -163.80, -65.73, 17.267, -6.500, 27.042, 124.96, -39.39, -23.19, 0.366, 0.015, 0.849, -0.380
17-54-07.121,32089, -0.765, 0.928, 0.496, -639.76, -170.21, -61.45, 17.267, -6.500, 27.042, 125.64, -38.58, -21.41, 0.369, 0.008, 0.853, -0.369
17-54-07.123,32092, -0.800, 0.968, 0.475, -639.22, -177.09, -57.46, 17.267, -6.500, 27.042, 126.28, -37.76, -19.66, 0.372, 0.000, 0.857, -0.357
17-54-07.127,32094, -0.854, 1.018, 0.442, -638.17, -184.48, -53.85, 16.833, -7.517, 27.475, 126.86, -36.91, -17.94, 0.375, -0.008, 0.860, -0.346
17-54-07.129,32097, -0.900, 1.055, 0.403, -637.05, -192.34, -50.76, 16.833, -7.517, 27.475, 127.38, -36.05, -16.27, 0.378, -0.015, 0.863, -0.334
17-54-07.131,32099, -0.942, 1.086, 0.372, -636.31, -200.35, -48.11, 16.833, -7.517, 27.475, 127.82, -35.17, -14.64, 0.381, -0.023, 0.866, -0.323
17-54-07.135,32102, -1.025, 1.109, 0.341, -636.22, -208.24, -46.05, 16.833, -7.517, 27.475, 128.21, -34.28, -13.03, 0.385, -0.030, 0.869, -0.311
17-54-07.137,32104, -1.091, 1.102, 0.320, -636.83, -215.85, -44.56, 17.350, -8.625, 27.833, 128.56, -33.38, -11.44, 0.388, -0.038, 0.871, -0.299
17-54-07.139,32107, -1.203, 1.067, 0.266, -638.06, -223.16, -43.74, 17.350, -8.625, 27.833, 128.85, -32.47, -9.88, 0.391, -0.046, 0.873, -0.287
17-54-07.141,32109, -1.263, 1.044, 0.212, -639.76, -230.05, -43.76, 17.350, -8.625, 27.833, 129.08, -31.53, -8.33, 0.395, -0.053, 0.875, -0.275
17-54-07.143,32112, -1.329, 1.021, 0.144, -641.48, -236.09, -44.66, 17.350, -8.625, 27.833, 129.28, -30.61, -6.80, 0.398, -0.061, 0.877, -0.263
17-54-07.147,32114, -1.362, 1.019, 0.104, -642.71, -240.53, -46.54, 16.683, -9.542, 28.100, 129.45, -29.68, -5.28, 0.402, -0.069, 0.878, -0.250
17-54-07.148,32117, -1.406, 1.023, 0.059, -642.81, -242.77, -49.21, 16.683, -9.542, 28.100, 129.58, -28.75, -3.77, 0.405, -0.077, 0.879, -0.238
17-54-07.150,32119, -1.455, 1.021, 0.023, -641.54, -242.71, -52.53, 16.683, -9.542, 28.100, 129.67, -27.82, -2.28, 0.408, -0.085, 0.880, -0.226
17-54-07.154,32122, -1.514, 1.016, -0.025, -639.17, -240.83, -56.34, 16.683, -9.542, 28.100, 129.75, -26.91, -0.79, 0.411, -0.093, 0.881, -0.213
17-54-07.156,32124, -1.570, 1.004, -0.069, -636.36, -237.85, -60.63, 16.917, -10.375, 28.100, 129.81, -26.00, 0.68, 0.414, -0.101, 0.882, -0.201
17-54-07.158,32127, -1.646, 0.989, -0.146, -633.64, -234.37, -65.19, 16.917, -10.375, 28.100, 129.86, -25.11, 2.15, 0.417, -0.109, 0.882, -0.189
17-54-07.160,32129, -1.698, 0.992, -0.235, -631.20, -230.44, -70.11, 16.917, -10.375, 28.100, 129.88, -24.23, 3.60, 0.420, -0.117, 0.882, -0.177
17-54-07.164,32132, -1.718, 0.993, -0.298, -628.90, -225.76, -75.68, 16.917, -10.375, 28.100, 129.90, -23.36, 5.05, 0.422, -0.125, 0.883, -0.165
17-54-07.166,32134, -1.722, 0.988, -0.359, -625.99, -219.83, -82.33, 16.642, -11.500, 28.725, 129.92, -22.52, 6.50, 0.424, -0.133, 0.882, -0.153
17-54-07.168,32137, -1.702, 0.977, -0.432, -621.80, -212.34, -90.42, 16.642, -11.500, 28.725, 129.93, -21.69, 7.94, 0.426, -0.141, 0.882, -0.141
17-54-07.170,32139, -1.682, 0.991, -0.511, -616.02, -203.55, -99.89, 16.642, -11.500, 28.725, 129.94, -20.89, 9.38, 0.428, -0.149, 0.882, -0.130
17-54-07.172,32142, -1.665, 0.996, -0.574, -608.98, -194.12, -110.27, 16.642, -11.500, 28.725, 129.95, -20.12, 10.81, 0.430, -0.158, 0.881, -0.118
17-54-07.176,32144, -1.654, 0.988, -0.651, -601.12, -184.94, -120.83, 15.642, -12.392, 28.975, 129.98, -19.39, 12.24, 0.431, -0.166, 0.881, -0.107
17-54-07.178,32147, -1.662, 0.979, -0.741, -592.87, -176.72, -131.08, 15.642, -12.392, 28.975, 130.00, -18.68, 13.67, 0.432, -0.175, 0.880, -0.096
17-54-07.180,32149, -1.679, 0.995, -0.783, -584.30, -170.00, -141.16, 15.642, -12.392, 28.975, 130.01, -18.01, 15.08, 0.432, -0.183, 0.879, -0.086
17-54-07.184,32152, -1.735, 1.039, -0.810, -575.47, -165.40, -151.32, 15.642, -12.392, 28.975, 130.03, -17.37, 16.50, 0.433, -0.192, 0.878, -0.076
17-54-07.186,32154, -1.716, 1.009, -0.867, -566.09, -163.64, -161.09, 15.417, -13.375, 29.083, 130.03, -16.77, 17.90, 0.433, -0.200, 0.876, -0.066
17-54-07.188,32157, -1.684, 0.986, -1.002, -555.39, -165.50, -169.95, 15.417, -13.375, 29.083, 130.01, -16.20, 19.29, 0.434, -0.209, 0.875, -0.056
17-54-07.190,32159, -1.662, 0.999, -1.101, -542.53, -170.94, -178.15, 15.417, -13.375, 29.083, 129.96, -15.66, 20.67, 0.434, -0.218, 0.873, -0.046
17-54-07.192,32162, -1.643, 1.007, -1.189, -527.23, -178.98, -186.69, 15.417, -13.375, 29.083, 129.88, -15.17, 22.03, 0.435, -0.226, 0.871, -0.037
17-54-07.196,32164, -1.622, 1.012, -1.319, -510.18, -188.24, -195.99, 15.500, -14.100, 29.392, 129.75, -14.73, 23.37, 0.436, -0.235, 0.868, -0.028
17-54-07.198,32167, -1.608, 0.973, -1.426, -492.34, -197.91, -205.67, 15.500, -14.100, 29.392, 129.59, -14.34, 24.69, 0.437, -0.244, 0.866, -0.020
17-54-07.200,32169, -1.607, 0.939, -1.489, -473.97, -207.71, -215.10, 15.500, -14.100, 29.392, 129.38, -13.99, 25.98, 0.438, -0.252, 0.863, -0.012
17-54-07.202,32172, -1.614, 0.915, -1.527, -454.98, -217.84, -224.04, 15.500, -14.100, 29.392, 129.14, -13.71, 27.25, 0.440, -0.261, 0.859, -0.004
17-54-07.206,32174, -1.645, 0.852, -1.587, -435.18, -228.38, -232.14, 15.417, -14.958, 28.975, 128.87, -13.47, 28.50, 0.441, -0.270, 0.856, 0.003
17-54-07.208,32177, -1.655, 0.801, -1.592, -414.60, -239.39, -239.22, 15.417, -14.958, 28.975, 128.55, -13.29, 29.72, 0.443, -0.278, 0.852, 0.010
17-54-07.212,32179, -1.666, 0.759, -1.583, -393.40, -250.40, -244.94, 15.417, -14.958, 28.975, 128.19, -13.15, 30.90, 0.446, -0.286, 0.848, 0.016
17-54-07.214,32182, -1.687, 0.700, -1.551, -371.75, -260.77, -249.05, 15.417, -14.958, 28.975, 127.80, -13.07, 32.04, 0.448, -0.294, 0.844, 0.022
17-54-07.216,32184, -1.710, 0.648, -1.485, -349.96, -269.85, -251.28, 15.558, -15.167, 28.058, 127.38, -13.03, 33.15, 0.451, -0.302, 0.839, 0.028
17-54-07.218,32187, -1.739, 0.585, -1.407, -328.29, -277.32, -251.65, 15.558, -15.167, 28.058, 126.92, -13.04, 34.21, 0.454, -0.310, 0.835, 0.033
17-54-07.220,32189, -1.750, 0.525, -1.329, -307.13, -283.00, -250.31, 15.558, -15.167, 28.058, 126.45, -13.07, 35.23, 0.457, -0.317, 0.830, 0.039
17-54-07.224,32192, -1.762, 0.418, -1.179, -287.23, -286.47, -247.48, 15.558, -15.167, 28.058, 125.95, -13.15, 36.20, 0.461, -0.324, 0.825, 0.043
17-54-07.226,32194, -1.775, 0.341, -1.072, -269.23, -287.24, -243.45, 16.042, -15.500, 26.725, 125.44, -13.25, 37.12, 0.464, -0.331, 0.820, 0.048
17-54-07.228,32197, -1.784, 0.283, -0.983, -253.80, -284.64, -238.64, 16.042, -15.500, 26.725, 124.94, -13.37, 38.01, 0.468, -0.338, 0.815, 0.052
17-54-07.230,32199, -1.795, 0.244, -0.891, -241.21, -278.12, -233.58, 16.042, -15.500, 26.725, 124.44, -13.50, 38.86, 0.471, -0.344, 0.810, 0.056
17-54-07.234,32202, -1.811, 0.197, -0.740, -231.81, -267.60, -228.79, 16.042, -15.500, 26.725, 123.97, -13.65, 39.69, 0.474, -0.350, 0.806, 0.060
17-54-07.236,32204, -1.810, 0.175, -0.653, -225.63, -253.75, -224.83, 16.000, -15.625, 25.433, 123.52, -13.80, 40.49, 0.477, -0.356, 0.801, 0.063
17-54-07.238,32207, -1.807, 0.162, -0.605, -222.41, -237.66, -222.01, 16.000, -15.625, 25.433, 123.12, -13.96, 41.28, 0.480, -0.362, 0.796, 0.067
17-54-07.240,32209, -1.805, 0.159, -0.571, -221.73, -220.65, -220.35, 16.000, -15.625, 25.433, 122.76, -14.11, 42.07, 0.482, -0.368, 0.792, 0.070
17-54-07.244,32212, -1.786, 0.162, -0.572, -223.01, -203.86, -219.69, 16.000, -15.625, 25.433, 122.44, -14.27, 42.86, 0.484, -0.373, 0.788, 0.073
17-54-07.246,32214, -1.758, 0.163, -0.585, -225.40, -188.27, -219.68, 16.433, -15.850, 24.558, 122.17, -14.44, 43.65, 0.486, -0.379, 0.784, 0.076
17-54-07.248,32217, -1.726, 0.168, -0.610, -227.95, -174.51, -220.07, 16.433, -15.850, 24.558, 121.93, -14.60, 44.46, 0.488, -0.385, 0.779, 0.079
17-54-07.250,32219, -1.682, 0.171, -0.674, -229.88, -163.11, -220.83, 16.433, -15.850, 24.558, 121.72, -14.76, 45.26, 0.489, -0.391, 0.775, 0.082
17-54-07.254,32222, -1.661, 0.176, -0.719, -230.71, -154.52, -222.21, 16.433, -15.850, 24.558, 121.54, -14.93, 46.07, 0.490, -0.397, 0.771, 0.085
17-54-07.256,32224, -1.638, 0.195, -0.780, -230.00, -149.19, -224.63, 16.392, -15.333, 23.975, 121.38, -15.11, 46.88, 0.491, -0.403, 0.767, 0.088
17-54-07.258,32227, -1.625, 0.212, -0.847, -227.39, -147.09, -228.41, 16.392, -15.333, 23.975, 121.23, -15.30, 47.69, 0.492, -0.409, 0.763, 0.091
17-54-07.260,32229, -1.628, 0.205, -0.927, -222.58, -147.88, -233.49, 16.392, -15.333, 23.975, 121.07, -15.51, 48.50, 0.493, -0.415, 0.759, 0.093
17-54-07.264,32232, -1.626, 0.193, -0.960, -215.60, -150.99, -239.34, 16.392, -15.333, 23.975, 120.90, -15.74, 49.30, 0.494, -0.421, 0.755, 0.095
17-54-07.266,32234, -1.624, 0.165, -0.992, -206.63, -155.97, -245.31, 16.350, -15.250, 23.542, 120.73, -16.00, 50.08, 0.495, -0.427, 0.751, 0.098
17-54-07.268,32237, -1.614, 0.107, -1.008, -195.99, -162.47, -250.98, 16.350, -15.250, 23.542, 120.54, -16.29, 50.86, 0.496, -0.433, 0.746, 0.100
17-54-07.270,32239, -1.598, 0.035, -1.003, -184.05, -170.22, -256.17, 16.350, -15.250, 23.542, 120.32, -16.60, 51.61, 0.498, -0.438, 0.741, 0.102
17-54-07.274,32242, -1.585, -0.016, -0.985, -171.33, -178.78, -260.91, 16.350, -15.250, 23.542, 120.09, -16.95, 52.34, 0.500, -0.444, 0.737, 0.103
17-54-07.276,32244, -1.580, -0.085, -0.945, -158.41, -187.62, -265.46, 16.750, -14.308, 22.600, 119.83, -17.33, 53.04, 0.502, -0.450, 0.732, 0.105
17-54-07.278,32247, -1.573, -0.124, -0.898, -145.88, -196.09, -270.22, 16.750, -14.308, 22.600, 119.54, -17.74, 53.73, 0.504, -0.455, 0.727, 0.106
17-54-07.282,32249, -1.561, -0.166, -0.850, -133.99, -203.81, -275.72, 16.750, -14.308, 22.600, 119.24, -18.16, 54.39, 0.506, -0.460, 0.721, 0.107
17-54-07.284,32252, -1.551, -0.189, -0.818, -122.91, -210.71, -282.10, 16.750, -14.308, 22.600, 118.92, -18.63, 55.03, 0.509, -0.466, 0.716, 0.108
17-54-07.286,32254, -1.543, -0.229, -0.770, -112.65, -217.03, -289.11, 16.433, -13.375, 21.600, 118.58, -19.13, 55.66, 0.512, -0.471, 0.710, 0.109
17-54-07.288,32257, -1.537, -0.271, -0.727, -103.32, -223.07, -296.07, 16.433, -13.375, 21.600, 118.22, -19.66, 56.28, 0.515, -0.476, 0.704, 0.109
17-54-07.290,32259, -1.536, -0.302, -0.697, -94.88, -229.05, -302.08, 16.433, -13.375, 21.600, 117.85, -20.21, 56.88, 0.518, -0.481, 0.698, 0.110
17-54-07.294,32262, -1.526, -0.364, -0.654, -87.38, -234.89, -306.37, 16.433, -13.375, 21.600, 117.47, -20.78, 57.46, 0.522, -0.486, 0.692, 0.110
17-54-07.296,32264, -1.509, -0.445, -0.586, -81.31, -240.20, -308.63, 16.600, -12.558, 21.292, 117.08, -21.38, 58.04, 0.525, -0.491, 0.686, 0.110
17-54-07.298,32267, -1.510, -0.484, -0.543, -77.38, -244.41, -308.95, 16.600, -12.558, 21.292, 116.67, -21.98, 58.60, 0.529, -0.496, 0.680, 0.111
17-54-07.300,32269, -1.506, -0.504, -0.517, -76.32, -247.08, -307.65, 16.600, -12.558, 21.292, 116.27, -22.58, 59.15, 0.532, -0.501, 0.673, 0.111
17-54-07.304,32272, -1.506, -0.507, -0.479, -78.30, -247.87, -305.10, 16.600, -12.558, 21.292, 115.86, -23.17, 59.71, 0.536, -0.506, 0.667, 0.111
17-54-07.306,32274, -1.493, -0.475, -0.441, -83.16, -246.35, -301.50, 16.208, -10.475, 20.183, 115.47, -23.76, 60.27, 0.539, -0.510, 0.660, 0.112
17-54-07.308,32277, -1.482, -0.424, -0.407, -90.12, -242.12, -296.83, 16.208, -10.475, 20.183, 115.10, -24.34, 60.84, 0.542, -0.515, 0.654, 0.112
17-54-07.312,32279, -1.463, -0.393, -0.414, -98.26, -235.33, -291.12, 16.208, -10.475, 20.183, 114.75, -24.89, 61.42, 0.545, -0.520, 0.648, 0.113
17-54-07.314,32282, -1.438, -0.382, -0.464, -106.55, -227.09, -284.54, 16.208, -10.475, 20.183, 114.43, -25.43, 62.01, 0.548, -0.525, 0.642, 0.113
17-54-07.316,32284, -1.422, -0.434, -0.502, -113.92, -218.79, -277.51, 15.767, -9.667, 19.375, 114.15, -25.94, 62.62, 0.550, -0.529, 0.635, 0.114
17-54-07.318,32287, -1.417, -0.455, -0.536, -119.92, -211.21, -270.76, 15.767, -9.667, 19.375, 113.89, -26.44, 63.23, 0.553, -0.534, 0.629, 0.115
17-54-07.320,32289, -1.430, -0.485, -0.555, -124.31, -204.46, -265.13, 15.767, -9.667, 19.375, 113.65, -26.92, 63.85, 0.555, -0.539, 0.624, 0.116
17-54-07.324,32292, -1.443, -0.526, -0.551, -127.02, -198.43, -261.40, 15.767, -9.667, 19.375, 113.44, -27.39, 64.47, 0.557, -0.543, 0.618, 0.117
17-54-07.326,32294, -1.452, -0.545, -0.539, -128.10, -193.22, -260.13, 15.850, -7.725, 18.975, 113.25, -27.86, 65.09, 0.558, -0.548, 0.612, 0.118
17-54-07.328,32297, -1.464, -0.587, -0.521, -127.66, -189.24, -261.17, 15.850, -7.725, 18.975, 113.07, -28.33, 65.71, 0.560, -0.552, 0.606, 0.119
17-54-07.332,32299, -1.474, -0.617, -0.495, -126.07, -186.99, -263.90, 15.850, -7.725, 18.975, 112.90, -28.81, 66.34, 0.562, -0.557, 0.600, 0.119
17-54-07.334,32302, -1.488, -0.663, -0.483, -123.64, -186.99, -267.39, 15.850, -7.725, 18.975, 112.73, -29.31, 66.96, 0.563, -0.561, 0.595, 0.120
17-54-07.336,32304, -1.501, -0.687, -0.480, -120.96, -189.53, -270.84, 15.542, -6.083, 18.417, 112.56, -29.82, 67.58, 0.565, -0.566, 0.589, 0.120
17-54-07.338,32307, -1.536, -0.687, -0.493, -118.72, -194.20, -273.76, 15.542, -6.083, 18.417, 112.39, -30.34, 68.20, 0.567, -0.570, 0.582, 0.121
17-54-07.342,32309, -1.557, -0.689, -0.507, -117.39, -200.26, -276.01, 15.542, -6.083, 18.417, 112.20, -30.86, 68.82, 0.568, -0.575, 0.576, 0.122
17-54-07.344,32312, -1.586, -0.684, -0.528, -117.00, -206.47, -277.77, 15.542, -6.083, 18.417, 112.01, -31.39, 69.44, 0.570, -0.579, 0.570, 0.122
17-54-07.346,32314, -1.650, -0.651, -0.572, -117.27, -211.50, -279.50, 15.142, -4.583, 18.583, 111.81, -31.93, 70.06, 0.572, -0.583, 0.563, 0.123
17-54-07.348,32317, -1.684, -0.654, -0.606, -117.73, -214.25, -281.94, 15.142, -4.583, 18.583, 111.61, -32.48, 70.70, 0.574, -0.588, 0.557, 0.124
17-54-07.352,32319, -1.709, -0.658, -0.653, -117.74, -214.14, -285.83, 15.142, -4.583, 18.583, 111.42, -33.03, 71.33, 0.576, -0.592, 0.550, 0.124
17-54-07.354,32322, -1.719, -0.673, -0.685, -116.96, -211.36, -291.64, 15.142, -4.583, 18.583, 111.24, -33.60, 71.98, 0.578, -0.596, 0.543, 0.125
17-54-07.356,32324, -1.729, -0.704, -0.708, -115.15, -206.67, -299.33, 14.500, -2.475, 18.000, 111.09, -34.20, 72.62, 0.579, -0.601, 0.537, 0.125
17-54-07.359,32327, -1.726, -0.732, -0.708, -112.39, -201.31, -308.44, 14.500, -2.475, 18.000, 110.95, -34.82, 73.28, 0.581, -0.605, 0.530, 0.125
17-54-07.361,32329, -1.717, -0.754, -0.699, -109.06, -196.56, -318.44, 14.500, -2.475, 18.000, 110.84, -35.46, 73.94, 0.583, -0.610, 0.523, 0.125
17-54-07.365,32332, -1.700, -0.784, -0.680, -105.55, -193.44, -328.99, 14.500, -2.475, 18.000, 110.75, -36.13, 74.60, 0.584, -0.614, 0.516, 0.124
17-54-07.367,32334, -1.658, -0.812, -0.639, -102.10, -192.57, -339.67, 14.058, -0.350, 17.708, 110.66, -36.84, 75.27, 0.586, -0.619, 0.508, 0.124
17-54-07.369,32337, -1.625, -0.791, -0.598, -99.06, -193.85, -350.16, 14.058, -0.350, 17.708, 110.59, -37.57, 75.95, 0.588, -0.623, 0.501, 0.123
17-54-07.371,32339, -1.604, -0.760, -0.562, -96.45, -196.91, -360.14, 14.058, -0.350, 17.708, 110.52, -38.32, 76.64, 0.590, -0.628, 0.493, 0.122
17-54-07.373,32342, -1.579, -0.695, -0.498, -94.30, -201.28, -369.58, 14.058, -0.350, 17.708, 110.45, -39.10, 77.33, 0.591, -0.633, 0.485, 0.121
17-54-07.377,32344, -1.544, -0.658, -0.450, -92.46, -206.49, -378.44, 12.683, 2.308, 17.958, 110.39, -39.91, 78.04, 0.593, -0.637, 0.477, 0.120
17-54-07.379,32347, -1.509, -0.604, -0.410, -90.92, -212.10, -386.72, 12.683, 2.308, 17.958, 110.32, -40.74, 78.76, 0.595, -0.642, 0.469, 0.119
17-54-07.381,32349, -1.479, -0.570, -0.388, -89.80, -217.70, -394.48, 12.683, 2.308, 17.958, 110.26, -41.58, 79.50, 0.597, -0.646, 0.460, 0.118
17-54-07.383,32352, -1.412, -0.503, -0.356, -89.34, -222.69, -401.92, 12.683, 2.308, 17.958, 110.21, -42.44, 80.25, 0.599, -0.651, 0.451, 0.117
17-54-07.387,32354, -1.381, -0.488, -0.356, -89.47, -226.57, -409.04, 10.475, 5.600, 17.433, 110.16, -43.33, 81.01, 0.601, -0.656, 0.442, 0.115
17-54-07.389,32357, -1.369, -0.480, -0.364, -90.04, -229.10, -415.53, 10.475, 5.600, 17.433, 110.13, -44.22, 81.80, 0.603, -0.660, 0.433, 0.114
17-54-07.391,32359, -1.351, -0.444, -0.380, -90.96, -230.51, -421.00, 10.475, 5.600, 17.433, 110.12, -45.13, 82.61, 0.605, -0.665, 0.424, 0.113
17-54-07.393,32362, -1.313, -0.422, -0.429, -92.08, -230.90, -425.15, 10.475, 5.600, 17.433, 110.14, -46.05, 83.44, 0.607, -0.669, 0.414, 0.111
17-54-07.397,32364, -1.285, -0.396, -0.473, -93.32, -230.41, -427.99, 8.725, 7.767, 17.558, 110.18, -46.97, 84.30, 0.608, -0.674, 0.405, 0.110
17-54-07.399,32367, -1.268, -0.352, -0.513, -94.60, -229.11, -429.78, 8.725, 7.767, 17.558, 110.26, -47.90, 85.17, 0.610, -0.678, 0.395, 0.108
17-54-07.401,32369, -1.250, -0.282, -0.569, -95.87, -227.08, -430.67, 8.725, 7.767, 17.558, 110.36, -48.81, 86.07, 0.612, -0.683, 0.385, 0.107
17-54-07.403,32372, -1.199, -0.204, -0.646, -97.05, -224.53, -430.79, 8.725, 7.767, 17.558, 110.50, -49.74, 87.00, 0.613, -0.687, 0.376, 0.105
17-54-07.407,32374, -1.165, -0.168, -0.695, -97.81, -221.54, -430.08, 6.558, 9.875, 17.125, 110.67, -50.66, 87.94, 0.614, -0.691, 0.366, 0.104
17-54-07.409,32377, -1.136, -0.129, -0.736, -97.88, -218.20, -428.56, 6.558, 9.875, 17.125, 110.88, -51.57, 88.91, 0.615, -0.695, 0.356, 0.102
17-54-07.411,32379, -1.102, -0.099, -0.786, -97.16, -214.52, -426.08, 6.558, 9.875, 17.125, 111.13, -52.47, 89.90, 0.617, -0.700, 0.347, 0.100
17-54-07.413,32382, -1.085, -0.089, -0.836, -95.59, -210.58, -422.52, 6.558, 9.875, 17.125, 111.40, -53.36, 90.91, 0.618, -0.704, 0.337, 0.099
17-54-07.417,32384, -1.084, -0.067, -0.870, -93.31, -206.41, -417.96, 3.542, 12.600, 17.558, 111.71, -54.25, 91.92, 0.619, -0.707, 0.328, 0.097
17-54-07.419,32387, -1.077, -0.085, -0.893, -90.37, -202.19, -412.66, 3.542, 12.600, 17.558, 112.04, -55.12, 92.95, 0.619, -0.711, 0.319, 0.095
17-54-07.421,32389, -1.075, -0.090, -0.921, -86.76, -197.98, -406.94, 3.542, 12.600, 17.558, 112.40, -55.97, 93.99, 0.620, -0.715, 0.310, 0.093
17-54-07.425,32392, -1.075, -0.075, -0.952, -82.48, -194.04, -401.10, 3.542, 12.600, 17.558, 112.78, -56.81, 95.03, 0.621, -0.718, 0.301, 0.091
17-54-07.427,32394, -1.074, -0.133, -0.967, -77.41, -190.56, -395.39, 0.767, 14.100, 17.958, 113.18, -57.65, 96.07, 0.622, -0.721, 0.292, 0.090
17-54-07.429,32397, -1.075, -0.161, -0.991, -71.60, -187.89, -389.90, 0.767, 14.100, 17.958, 113.60, -58.47, 97.12, 0.623, -0.724, 0.283, 0.088
17-54-07.431,32399, -1.092, -0.164, -1.020, -65.34, -186.00, -384.53, 0.767, 14.100, 17.958, 114.03, -59.27, 98.16, 0.623, -0.727, 0.274, 0.086
17-54-07.433,32402, -1.102, -0.188, -1.047, -59.00, -184.78, -379.39, 0.767, 14.100, 17.958, 114.47, -60.07, 99.20, 0.624, -0.730, 0.265, 0.084
17-54-07.437,32404, -1.108, -0.225, -1.069, -52.86, -183.91, -374.58, -2.292, 16.392, 18.542, 114.91, -60.87, 100.24, 0.625, -0.732, 0.257, 0.082
