Time,ID,AccRaw, AccRawY, AccRawZ,GyoRawX, GyoRawY, GyoRawZ,GyoCalibratedX, GyoCalibratedY, GyoCalibratedZ,Pitch, Roll, Yaw,Q(w), Q(x), Q(y), Q(z),Pressure
2018/3/12 23:10:44 320,0,-979,-24,-13,14,-31,25,3,45,-1,84.85,-159.27,19,-0.0210578,0.7361794,0.0005581489,-0.6764587,0
2018/3/12 23:10:44 340,0,-979,-24,-13,19,-32,25,9,45,-1,84.84,-159.3,19,-0.02106982,0.7362322,0.000548873,-0.6764007,0
2018/3/12 23:10:44 359,0,-978,-23,-12,19,-28,27,9,48,0,84.83,-159.33,18.9,-0.02108242,0.7362877,0.0005371814,-0.6763399,0
2018/3/12 23:10:44 379,0,-978,-23,-12,22,-25,31,12,51,4,84.82,-159.38,18.9,-0.0210926,0.7363481,0.0005158106,-0.6762739,0
2018/3/12 23:10:44 398,0,-979,-23,-11,19,-27,26,8,49,0,84.81,-159.42,18.9,-0.02110343,0.7364072,0.0005011055,-0.6762092,0
2018/3/12 23:10:44 420,0,-979,-24,-11,21,-31,32,10,45,5,84.8,-159.46,18.8,-0.02111157,0.7364622,0.0004835851,-0.676149,0
2018/3/12 23:10:44 440,0,-979,-24,-11,22,-35,33,12,41,6,84.79,-159.5,18.8,-0.02111862,0.7365117,0.0004581789,-0.6760949,0
2018/3/12 23:10:44 458,0,-977,-23,-12,16,-43,25,6,33,0,84.79,-159.53,18.7,-0.02112748,0.7365533,0.0004458231,-0.6760494,0
2018/3/12 23:10:44 479,0,-978,-23,-13,12,-43,20,2,33,-6,84.78,-159.55,18.7,-0.02113668,0.7365919,0.0004477135,-0.676007,0
2018/3/12 23:10:44 502,0,-978,-23,-13,13,-38,16,3,38,-10,84.77,-159.55,18.7,-0.02115128,0.736635,0.0004553481,-0.6759595,0
2018/3/12 23:10:44 522,0,-978,-25,-13,12,-37,16,1,39,-10,84.77,-159.56,18.7,-0.02116764,0.7366818,0.0004657723,-0.6759081,0
2018/3/12 23:10:44 541,0,-978,-25,-13,16,-35,24,5,41,-2,84.76,-159.58,18.7,-0.02117737,0.7367293,0.0004659897,-0.6758559,0
2018/3/12 23:10:44 560,0,-979,-24,-13,26,-28,30,16,48,3,84.75,-159.62,18.6,-0.02119086,0.7367842,0.000444458,-0.6757957,0
2018/3/12 23:10:44 580,0,-978,-24,-12,30,-22,31,19,54,4,84.74,-159.67,18.6,-0.02120988,0.7368469,0.0004149015,-0.6757267,0
2018/3/12 23:10:44 600,0,-978,-24,-12,29,-25,30,19,51,3,84.73,-159.71,18.5,-0.02122987,0.7369074,0.0003845158,-0.6756602,0
2018/3/12 23:10:44 619,0,-978,-24,-11,22,-32,25,12,45,0,84.72,-159.74,18.5,-0.02124794,0.7369622,0.0003660085,-0.6755999,0
2018/3/12 23:10:44 640,0,-978,-24,-11,14,-39,22,3,37,-4,84.71,-159.76,18.5,-0.02125971,0.7370083,0.0003625866,-0.6755492,0
2018/3/12 23:10:44 659,0,-979,-24,-11,12,-39,21,2,37,-5,84.71,-159.78,18.5,-0.02126837,0.7370519,0.0003657101,-0.6755014,0
2018/3/12 23:10:44 679,0,-978,-24,-10,19,-37,22,8,39,-4,84.7,-159.8,18.4,-0.02128296,0.7370979,0.0003624113,-0.6754507,0
2018/3/12 23:10:44 701,0,-978,-24,-10,17,-38,22,6,38,-3,84.69,-159.82,18.4,-0.02129767,0.7371435,0.0003563053,-0.6754005,0
2018/3/12 23:10:44 718,0,-979,-25,-13,17,-33,25,6,43,-1,84.68,-159.84,18.4,-0.02130765,0.7371927,0.0003508207,-0.6753464,0
2018/3/12 23:10:44 739,0,-979,-24,-13,25,-32,28,15,45,1,84.68,-159.88,18.4,-0.02132339,0.7372453,0.0003318127,-0.6752886,0
2018/3/12 23:10:44 758,0,-979,-24,-13,23,-33,25,12,43,-1,84.67,-159.91,18.3,-0.02134191,0.7372965,0.0003139113,-0.6752321,0
2018/3/12 23:10:44 780,0,-978,-24,-13,21,-30,23,10,46,-2,84.66,-159.93,18.3,-0.02136059,0.7373496,0.000303027,-0.6751735,0
2018/3/12 23:10:44 800,0,-978,-24,-13,22,-29,25,12,47,0,84.65,-159.96,18.3,-0.02137752,0.7374049,0.0002891676,-0.6751126,0
2018/3/12 23:10:44 820,0,-979,-23,-11,22,-29,27,11,47,0,84.64,-159.99,18.2,-0.02139269,0.7374597,0.0002724181,-0.6750523,0
2018/3/12 23:10:44 840,0,-978,-24,-11,18,-26,25,7,50,0,84.63,-160.03,18.2,-0.02140389,0.7375174,0.0002601191,-0.6749889,0
2018/3/12 23:10:44 859,0,-978,-24,-11,17,-21,24,6,55,-2,84.62,-160.06,18.2,-0.02141583,0.7375813,0.0002523644,-0.6749187,0
2018/3/12 23:10:44 879,0,-979,-24,-12,17,-22,26,6,54,0,84.61,-160.1,18.1,-0.02142503,0.7376457,0.0002425894,-0.6748479,0
2018/3/12 23:10:44 900,0,-980,-24,-12,20,-21,25,9,55,-1,84.62,-160.09,18.1,-0.02143113,0.7376086,0.0002224592,-0.6748883,0
2018/3/12 23:10:44 920,0,-980,-24,-12,27,-19,22,16,57,-4,84.64,-160.02,18.2,-0.02144017,0.7374582,0.0001864222,-0.6750525,0
2018/3/12 23:10:44 940,0,-978,-25,-13,20,-20,19,9,56,-6,84.65,-160,18.2,-0.02145644,0.7374165,0.0001673725,-0.6750975,0
2018/3/12 23:10:44 959,0,-978,-25,-13,11,-25,25,0,51,-1,84.64,-160.03,18.2,-0.0214619,0.7374799,0.0001673636,-0.6750281,0
2018/3/12 23:10:44 979,0,-978,-25,-13,15,-28,26,4,48,0,84.63,-160.06,18.2,-0.02146577,0.7375364,0.000160903,-0.6749662,0
2018/3/12 23:10:45 0,0,-977,-24,-13,21,-25,23,10,51,-2,84.62,-160.09,18.1,-0.02148015,0.7375962,0.0001510246,-0.6749004,0
2018/3/12 23:10:45 20,0,-977,-24,-13,25,-32,25,14,45,-1,84.61,-160.12,18.1,-0.02150047,0.7376514,0.0001349566,-0.6748394,0
2018/3/12 23:10:45 39,0,-979,-24,-12,21,-37,24,10,39,-2,84.6,-160.15,18.1,-0.02151833,0.7376986,0.0001213928,-0.6747873,0
2018/3/12 23:10:45 58,0,-979,-24,-12,15,-38,22,4,38,-4,84.59,-160.16,18,-0.02153053,0.7377442,0.0001184706,-0.674737,0
2018/3/12 23:10:45 82,0,-977,-24,-12,19,-34,22,9,42,-3,84.59,-160.18,18,-0.02154515,0.7377928,0.0001141425,-0.6746833,0
2018/3/12 23:10:45 100,0,-978,-25,-13,19,-28,27,9,48,0,84.58,-160.21,18,-0.02155822,0.7378473,0.0001020204,-0.6746233,0
2018/3/12 23:10:45 120,0,-978,-25,-13,16,-22,32,6,54,6,84.57,-160.26,17.9,-0.02156112,0.73791,8.54153E-05,-0.6745548,0
2018/3/12 23:10:45 144,0,-978,-25,-13,16,-25,28,6,51,1,84.56,-160.3,17.9,-0.02156479,0.7379717,7.26429E-05,-0.6744871,0
2018/3/12 23:10:45 159,0,-979,-24,-13,20,-32,24,9,44,-2,84.55,-160.33,17.9,-0.02157778,0.7380253,6.243242E-05,-0.674428,0
2018/3/12 23:10:45 179,0,-979,-24,-13,27,-35,26,16,41,0,84.54,-160.36,17.8,-0.02159724,0.7380736,4.466179E-05,-0.6743745,0
2018/3/12 23:10:45 201,0,-978,-23,-11,33,-38,27,22,38,0,84.53,-160.38,17.8,-0.02162428,0.7381195,1.552619E-05,-0.6743234,0
2018/3/12 23:10:45 221,0,-978,-23,-11,25,-43,26,14,33,0,84.53,-160.4,17.8,-0.02164534,0.7381606,-6.182877E-06,-0.6742777,0
2018/3/12 23:10:45 241,0,-978,-24,-12,24,-49,23,13,27,-2,84.52,-160.42,17.8,-0.02166463,0.7381942,-1.971734E-05,-0.6742403,0
2018/3/12 23:10:45 259,0,-979,-25,-12,27,-45,22,16,32,-3,84.52,-160.43,17.8,-0.0216901,0.7382291,-3.442898E-05,-0.6742013,0
2018/3/12 23:10:45 281,0,-979,-25,-12,24,-33,28,13,43,1,84.51,-160.45,17.7,-0.02170866,0.7382766,-5.315615E-05,-0.6741486,0
2018/3/12 23:10:45 301,0,-979,-25,-12,19,-23,29,9,53,3,84.5,-160.49,17.7,-0.02171773,0.7383369,-7.083412E-05,-0.6740825,0
2018/3/12 23:10:45 319,0,-978,-24,-13,15,-21,27,4,55,0,84.49,-160.53,17.6,-0.02172413,0.7384021,-8.172531E-05,-0.6740107,0
2018/3/12 23:10:45 339,0,-978,-24,-13,13,-25,27,3,51,0,84.48,-160.57,17.6,-0.0217266,0.7384644,-8.892515E-05,-0.6739424,0
2018/3/12 23:10:45 358,0,-979,-24,-11,21,-28,22,10,48,-3,84.47,-160.6,17.6,-0.02174043,0.7385228,-9.737433E-05,-0.6738779,0
2018/3/12 23:10:45 379,0,-979,-24,-11,22,-37,22,12,39,-4,84.46,-160.62,17.6,-0.02176241,0.7385721,-0.0001084596,-0.6738231,0
2018/3/12 23:10:45 401,0,-978,-24,-11,15,-39,19,4,37,-7,84.45,-160.63,17.5,-0.02177873,0.7386155,-0.0001087651,-0.6737752,0
2018/3/12 23:10:45 420,0,-978,-26,-13,19,-32,19,8,45,-7,84.44,-160.64,17.5,-0.02179688,0.7386654,-0.0001082613,-0.6737198,0
2018/3/12 23:10:45 440,0,-978,-26,-13,21,-31,27,10,45,0,84.44,-160.67,17.5,-0.02181187,0.7387197,-0.0001212407,-0.6736597,0
2018/3/12 23:10:45 458,0,-978,-24,-15,15,-36,28,4,40,1,84.43,-160.7,17.5,-0.02181693,0.7387683,-0.0001330755,-0.6736062,0
2018/3/12 23:10:45 482,0,-978,-24,-15,16,-34,22,6,42,-3,84.42,-160.72,17.4,-0.02182679,0.738817,-0.0001366786,-0.6735525,0
2018/3/12 23:10:45 500,0,-978,-23,-13,23,-29,26,12,47,0,84.41,-160.75,17.4,-0.02184272,0.7388709,-0.0001495989,-0.673493,0
2018/3/12 23:10:45 520,0,-978,-24,-10,28,-28,26,17,48,0,84.4,-160.78,17.4,-0.02186285,0.7389268,-0.0001718211,-0.673431,0
2018/3/12 23:10:45 540,0,-978,-24,-10,28,-34,23,18,42,-2,84.39,-160.8,17.4,-0.02188903,0.738978,-0.0001922038,-0.6733739,0
2018/3/12 23:10:45 559,0,-978,-24,-12,24,-32,22,13,44,-4,84.39,-160.82,17.3,-0.02191356,0.7390281,-0.0002074367,-0.6733181,0
2018/3/12 23:10:45 580,0,-978,-23,-12,13,-25,23,3,51,-2,84.38,-160.84,17.3,-0.02192529,0.7390857,-0.0002112475,-0.6732545,0
2018/3/12 23:10:45 601,0,-978,-23,-12,12,-22,30,2,54,3,84.37,-160.88,17.3,-0.02192488,0.7391489,-0.0002176839,-0.6731852,0
2018/3/12 23:10:45 620,0,-978,-24,-12,16,-22,30,6,54,3,84.36,-160.93,17.2,-0.02192581,0.7392141,-0.000232612,-0.6731135,0
2018/3/12 23:10:45 640,0,-978,-24,-12,15,-29,28,4,47,2,84.35,-160.96,17.2,-0.02192889,0.7392717,-0.0002429506,-0.6730502,0
2018/3/12 23:10:45 658,0,-978,-23,-12,16,-33,29,6,43,3,84.34,-161,17.1,-0.02193162,0.7393235,-0.0002554722,-0.6729932,0
2018/3/12 23:10:45 680,0,-978,-24,-13,17,-31,26,6,45,0,84.33,-161.03,17.1,-0.02193998,0.7393761,-0.0002677581,-0.6729351,0
2018/3/12 23:10:45 700,0,-978,-24,-13,10,-30,22,0,46,-3,84.32,-161.05,17.1,-0.02194491,0.7394311,-0.0002670854,-0.6728745,0
2018/3/12 23:10:45 720,0,-979,-24,-12,20,-32,26,9,44,0,84.31,-161.08,17.1,-0.02195494,0.7394833,-0.0002745662,-0.6728168,0
2018/3/12 23:10:45 740,0,-978,-24,-12,25,-32,32,14,44,5,84.3,-161.11,17,-0.02196814,0.7395347,-0.0002993169,-0.6727599,0
2018/3/12 23:10:45 759,0,-978,-24,-12,22,-38,30,11,38,3,84.3,-161.15,17,-0.02197789,0.7395812,-0.0003207713,-0.6727083,0
2018/3/12 23:10:45 778,0,-978,-24,-13,19,-45,24,-2,-6,-1,84.3,-161.14,17,-0.02197575,0.739575,-0.0003189653,-0.6727152,0
2018/3/12 23:10:45 800,0,-978,-24,-13,18,-39,24,-3,0,-1,84.3,-161.14,17,-0.02197285,0.739572,-0.0003111721,-0.6727186,0
2018/3/12 23:10:45 820,0,-979,-24,-11,27,-28,28,5,10,2,84.3,-161.14,17,-0.02197478,0.7395813,-0.0003162822,-0.6727083,0
2018/3/12 23:10:50 171,0,1021,4,-12,19,-35,35,-2,3,9,-84.45,176.02,-6.7,0.06514464,0.7373572,-0.06679781,0.6690281,0
2018/3/12 23:10:50 173,0,1021,4,-12,17,-25,29,-4,13,3,-84.46,176.03,-6.7,0.06514493,0.7373435,-0.0668095,0.6690421,0
2018/3/12 23:10:50 183,0,1020,3,-13,21,-24,23,0,14,-2,-84.46,176.03,-6.7,0.06515082,0.7373252,-0.06680817,0.6690618,0
2018/3/12 23:10:50 201,0,1020,3,-13,27,-39,26,5,0,0,-84.46,176.03,-6.7,0.06514554,0.7373222,-0.06680217,0.6690663,0
2018/3/12 23:10:50 221,0,1021,1,-8,18,-44,23,-3,-5,-2,-84.46,176.02,-6.7,0.0651476,0.7373279,-0.06680279,0.6690596,0
2018/3/12 23:10:50 241,0,1021,2,-7,12,-37,20,-9,1,-5,-84.46,176.01,-6.7,0.06516393,0.7373281,-0.0668055,0.6690577,0
2018/3/12 23:10:50 261,0,1021,2,-7,6,-34,23,-15,4,-2,-84.46,176,-6.7,0.06518597,0.7373219,-0.06681778,0.6690611,0
2018/3/12 23:10:50 279,0,1020,6,-12,14,-32,22,-7,6,-2,-84.46,176,-6.7,0.06520239,0.7373143,-0.06682639,0.669067,0
2018/3/12 23:10:50 301,0,1019,4,-13,19,-38,19,-3,0,-5,-84.47,175.98,-6.7,0.06521697,0.7372697,-0.06682114,0.6691151,0
2018/3/12 23:10:50 320,0,1019,4,-13,20,-39,25,-1,0,0,-84.49,175.97,-6.6,0.06523045,0.7371697,-0.06681444,0.6692247,0
2018/3/12 23:10:50 339,0,1019,0,-10,24,-38,30,2,0,4,-84.5,175.97,-6.7,0.06523,0.7370684,-0.06681375,0.6693365,0
2018/3/12 23:10:50 360,0,1019,0,-10,32,-39,35,9,0,9,-84.52,175.99,-6.7,0.06521397,0.7369508,-0.06681319,0.6694675,0
2018/3/12 23:10:50 379,0,1020,0,-4,32,-35,32,9,3,6,-84.52,176.01,-6.7,0.06519088,0.7369493,-0.06681103,0.6694717,0
2018/3/12 23:10:50 398,0,1021,3,-4,17,-20,26,-4,18,0,-84.53,176.01,-6.7,0.06519061,0.7369325,-0.06681252,0.66949,0
2018/3/12 23:10:50 420,0,1021,3,-4,9,-16,25,-12,22,0,-84.53,176.01,-6.7,0.06520734,0.7369044,-0.06682303,0.6695182,0
2018/3/12 23:10:50 439,0,1020,3,-9,7,-20,22,-14,18,-2,-84.53,176,-6.7,0.06522977,0.7368807,-0.06683508,0.6695408,0
2018/3/12 23:10:50 458,0,1020,3,-9,9,-19,16,-12,19,-9,-84.54,175.97,-6.7,0.06525938,0.7368574,-0.06683925,0.6695634,0
2018/3/12 23:10:50 479,0,1019,4,-15,13,-16,19,-8,22,-5,-84.56,175.95,-6.6,0.0652905,0.7367489,-0.06683371,0.6696799,0
2018/3/12 23:10:50 500,0,1020,3,-15,20,-32,27,-1,6,1,-84.57,175.94,-6.6,0.06529963,0.7366903,-0.06683271,0.6697437,0
2018/3/12 23:10:50 520,0,1020,3,-15,22,-49,35,0,-10,9,-84.57,175.96,-6.6,0.06528961,0.7366988,-0.06684362,0.6697343,0
2018/3/12 23:10:50 540,0,1020,4,-12,27,-43,34,5,-4,8,-84.56,175.98,-6.7,0.06527343,0.7367067,-0.06685147,0.6697265,0
2018/3/12 23:10:50 561,0,1020,3,-9,33,-30,31,11,8,5,-84.57,175.99,-6.7,0.06525449,0.7367008,-0.06684775,0.6697352,0
2018/3/12 23:10:50 582,0,1020,3,-9,31,-28,28,9,10,3,-84.57,176,-6.7,0.06523884,0.7366883,-0.06683852,0.6697515,0
2018/3/12 23:10:50 600,0,1021,1,-7,22,-45,29,0,-6,3,-84.57,176.01,-6.7,0.06523015,0.7366894,-0.06684017,0.6697508,0
2018/3/12 23:10:50 620,0,1021,1,-7,17,-60,29,-4,-21,3,-84.56,176.02,-6.7,0.06522776,0.7367108,-0.06685239,0.6697263,0
2018/3/12 23:10:50 640,0,1020,2,-9,19,-51,29,-3,-12,3,-84.56,176.03,-6.7,0.06522617,0.7367283,-0.06686279,0.6697062,0
2018/3/12 23:10:50 659,0,1021,2,-10,18,-32,29,-3,6,3,-84.56,176.04,-6.7,0.06522568,0.7367256,-0.0668722,0.6697083,0
2018/3/12 23:10:50 677,0,1021,2,-10,15,-22,27,-6,16,1,-84.56,176.04,-6.7,0.06523148,0.7367069,-0.06687984,0.6697275,0
2018/3/12 23:10:50 699,0,1020,3,-11,7,-32,25,-14,6,0,-84.57,176.04,-6.7,0.0652483,0.7366933,-0.06689499,0.6697394,0
2018/3/12 23:10:50 719,0,1020,3,-11,12,-41,20,-9,-2,-5,-84.57,176.03,-6.7,0.06526712,0.7366938,-0.06690285,0.6697361,0
2018/3/12 23:10:50 741,0,1020,3,-12,18,-28,19,-3,10,-5,-84.57,176.01,-6.7,0.06528112,0.7366869,-0.06689937,0.6697428,0
2018/3/12 23:10:50 760,0,1021,2,-9,22,-20,24,0,18,-1,-84.57,176,-6.7,0.06528666,0.7366662,-0.06689452,0.6697655,0
2018/3/12 23:10:50 780,0,1021,2,-9,23,-25,25,1,12,0,-84.57,176,-6.7,0.06528617,0.7366499,-0.06689132,0.6697838,0
2018/3/12 23:10:50 800,0,1020,2,-6,19,-30,22,-3,8,-2,-84.58,176,-6.7,0.06529036,0.7366384,-0.06688882,0.6697963,0
2018/3/12 23:10:50 819,0,1019,2,-9,10,-42,25,-11,-3,0,-84.58,175.99,-6.7,0.06530617,0.7365869,-0.06689596,0.6698506,0
2018/3/12 23:10:50 840,0,1019,2,-9,9,-49,34,-12,-10,8,-84.6,176,-6.7,0.06532092,0.736477,-0.06691521,0.6699682,0
2018/3/12 23:10:50 859,0,1020,4,-13,16,-39,35,-6,0,10,-84.6,176.02,-6.7,0.06531937,0.7364807,-0.06693852,0.6699619,0
2018/3/12 23:10:50 878,0,1020,4,-13,25,-20,32,3,18,7,-84.6,176.03,-6.7,0.06530902,0.7364634,-0.06694517,0.6699812,0
2018/3/12 23:10:50 900,0,1020,3,-12,21,-27,25,0,11,0,-84.61,176.03,-6.7,0.06530683,0.736446,-0.06694384,0.6700007,0
2018/3/12 23:10:50 920,0,1020,2,-12,15,-43,25,-6,-4,0,-84.61,176.03,-6.7,0.06531522,0.7364472,-0.06695036,0.6699979,0
2018/3/12 23:10:50 938,0,1020,2,-12,19,-36,25,-3,2,0,-84.61,176.03,-6.7,0.06531942,0.7364475,-0.06695559,0.6699966,0
2018/3/12 23:10:50 959,0,1020,3,-9,19,-22,22,-3,16,-3,-84.61,176.02,-6.7,0.06532781,0.736432,-0.06695346,0.6700131,0
2018/3/12 23:10:50 978,0,1020,2,-11,14,-32,26,-7,6,0,-84.61,176.02,-6.7,0.06533802,0.7364193,-0.06695814,0.6700255,0
2018/3/12 23:10:51 0,0,1020,2,-11,17,-51,35,-4,-12,10,-84.61,176.04,-6.7,0.06533535,0.7364275,-0.06697673,0.670015,0
2018/3/12 23:10:51 20,0,1019,3,-11,21,-41,30,0,-3,4,-84.62,176.05,-6.8,0.06533048,0.7363892,-0.06698483,0.6700565,0
2018/3/12 23:10:51 40,0,1019,3,-11,18,-25,22,-3,13,-3,-84.64,176.03,-6.7,0.06534684,0.7362675,-0.06697706,0.6701893,0
2018/3/12 23:10:51 61,0,1021,1,-9,19,-27,23,-2,11,-2,-84.64,176.02,-6.7,0.06535564,0.7362529,-0.06697547,0.6702049,0
2018/3/12 23:10:51 85,0,1020,1,-7,22,-22,20,0,16,-5,-84.64,176.01,-6.7,0.06536213,0.736236,-0.06696857,0.6702236,0
2018/3/12 23:10:51 101,0,1020,1,-7,25,-20,22,3,18,-3,-84.65,176,-6.7,0.0653666,0.7362141,-0.06695704,0.6702484,0
2018/3/12 23:10:51 121,0,1019,2,-10,21,-50,31,0,-11,5,-84.66,176,-6.7,0.06536763,0.7361118,-0.06695569,0.6703605,0
2018/3/12 23:10:51 141,0,1019,2,-10,9,-71,33,-12,-32,7,-84.68,176.02,-6.7,0.06537447,0.7360312,-0.06697533,0.6704465,0
2018/3/12 23:10:51 162,0,1020,3,-11,12,-57,32,-9,-18,6,-84.67,176.03,-6.7,0.0653782,0.7360568,-0.06700043,0.6704156,0
2018/3/12 23:10:51 191,0,1020,3,-11,22,-15,25,0,23,0,-84.68,176.04,-6.7,0.06537923,0.736042,-0.0670044,0.6704314,0
2018/3/12 23:10:51 203,0,1020,3,-11,16,12,14,-5,51,-11,-84.68,176.01,-6.7,0.06539932,0.7359869,-0.06699189,0.6704912,0
2018/3/12 23:10:51 221,0,1020,1,-9,12,-5,12,-9,33,-13,-84.69,175.97,-6.7,0.06543161,0.7359406,-0.06697964,0.67054,0
2018/3/12 23:10:51 241,0,1019,1,-11,13,-39,23,-8,0,-2,-84.7,175.96,-6.7,0.06545088,0.7358851,-0.06697995,0.670599,0
2018/3/12 23:10:51 260,0,1019,1,-11,9,-55,32,-12,-16,7,-84.72,175.97,-6.7,0.06546272,0.7357918,-0.06699886,0.6706982,0
2018/3/12 23:10:51 280,0,1018,4,-13,11,-44,29,-10,-5,3,-84.77,175.95,-6.7,0.06549896,0.7354553,-0.066996,0.671064,0
2018/3/12 23:10:51 300,0,1018,4,-13,15,-36,28,-6,2,2,-84.83,175.92,-6.6,0.06553458,0.7351044,-0.06698325,0.6714465,0
2018/3/12 23:10:51 320,0,1020,3,-10,12,-28,25,-9,9,0,-84.84,175.91,-6.6,0.06554694,0.7350952,-0.06699336,0.6714541,0
2018/3/12 23:10:51 342,0,1020,2,-11,12,-12,23,-9,25,-2,-84.84,175.9,-6.6,0.0655648,0.7350683,-0.06700064,0.6714811,0
2018/3/12 23:10:51 361,0,1020,2,-11,21,-8,22,0,30,-3,-84.85,175.89,-6.6,0.06557663,0.7350325,-0.06699696,0.6715195,0
2018/3/12 23:10:51 380,0,1020,3,-8,24,-12,18,2,25,-7,-84.85,175.87,-6.6,0.06558478,0.7350013,-0.06698252,0.6715542,0
2018/3/12 23:10:51 400,0,1020,1,-10,18,-25,22,-3,13,-3,-84.85,175.86,-6.6,0.06559537,0.7349812,-0.06697609,0.6715759,0
2018/3/12 23:10:51 420,0,1020,1,-10,13,-45,30,-8,-6,4,-84.85,175.86,-6.6,0.06560212,0.7349818,-0.06698833,0.6715733,0
2018/3/12 23:10:51 440,0,1021,2,-11,18,-59,38,-3,-20,13,-84.85,175.89,-6.6,0.06559226,0.7350014,-0.06701067,0.6715506,0
2018/3/12 23:10:51 459,0,1021,2,-11,16,-40,28,-5,-1,3,-84.85,175.91,-6.6,0.06558839,0.7350104,-0.06702559,0.6715396,0
2018/3/12 23:10:51 479,0,1020,3,-11,18,-5,19,-3,33,-5,-84.85,175.89,-6.6,0.06560249,0.73498,-0.06702229,0.6715719,0
2018/3/12 23:10:51 501,0,1019,3,-11,22,-3,21,0,35,-4,-84.87,175.87,-6.6,0.06561696,0.7348929,-0.06700977,0.6716671,0
2018/3/12 23:10:51 521,0,1019,3,-11,25,-29,28,3,9,3,-84.89,175.86,-6.6,0.06562194,0.7347715,-0.06700055,0.6718001,0
2018/3/12 23:10:51 541,0,1020,2,-12,24,-45,32,2,-6,7,-84.89,175.88,-6.6,0.06560986,0.7347752,-0.06700587,0.6717969,0
2018/3/12 23:10:51 561,0,1020,2,-12,22,-45,25,0,-6,0,-84.89,175.88,-6.6,0.06560513,0.7347836,-0.067008,0.6717879,0
2018/3/12 23:10:51 578,0,1019,3,-13,23,-35,23,1,3,-2,-84.9,175.87,-6.6,0.06561176,0.7346963,-0.06699845,0.6718837,0
2018/3/12 23:10:51 600,0,1020,3,-10,19,-28,24,-2,9,-1,-84.91,175.86,-6.6,0.06561907,0.7346392,-0.06699342,0.6719459,0
2018/3/12 23:10:51 620,0,1020,3,-10,12,-23,22,-9,15,-2,-84.92,175.85,-6.6,0.06563395,0.7346217,-0.06699698,0.6719633,0
2018/3/12 23:10:51 642,0,1020,2,-10,16,-24,23,-5,14,-2,-84.92,175.84,-6.6,0.06564893,0.7346032,-0.06700046,0.6719816,0
2018/3/12 23:10:51 659,0,1019,2,-10,25,-29,26,3,9,0,-84.93,175.84,-6.6,0.06564966,0.7345451,-0.06699564,0.6720455,0
2018/3/12 23:10:51 678,0,1019,2,-10,22,-43,28,0,-4,2,-84.95,175.84,-6.6,0.06565129,0.7344386,-0.06699169,0.6721621,0
2018/3/12 23:10:51 700,0,1020,2,-10,18,-54,32,-3,-16,7,-84.95,175.85,-6.6,0.0656492,0.7344009,-0.06700153,0.6722026,0
2018/3/12 23:10:51 720,0,1020,2,-10,16,-47,33,-5,-8,7,-84.95,175.87,-6.6,0.06564566,0.7344119,-0.06701898,0.6721892,0
2018/3/12 23:10:51 740,0,1019,3,-8,22,-40,33,0,-1,7,-84.97,175.88,-6.6,0.06564472,0.7343091,-0.06702394,0.6723012,0
2018/3/12 23:10:51 760,0,1019,2,-9,24,-35,29,2,3,3,-84.99,175.89,-6.6,0.06564237,0.7342023,-0.06702148,0.6724181,0
2018/3/12 23:10:51 778,0,1019,2,-9,22,-30,25,0,8,0,-85.01,175.88,-6.6,0.0656485,0.7340844,-0.06701572,0.6725468,0
2018/3/12 23:10:51 800,0,1020,1,-9,20,-24,25,-1,14,0,-85.01,175.88,-6.6,0.06565082,0.7340692,-0.06701533,0.6725634,0
2018/3/12 23:10:51 820,0,1020,1,-8,12,-27,28,-9,11,2,-85.01,175.88,-6.6,0.06566019,0.7340524,-0.06702489,0.6725798,0
2018/3/12 23:10:51 840,0,1020,1,-8,7,-38,28,-14,0,2,-85.01,175.88,-6.6,0.06567442,0.7340468,-0.06704571,0.6725824,0
2018/3/12 23:10:51 860,0,1021,4,-10,11,-37,28,-10,1,2,-85.01,175.89,-6.6,0.06568769,0.7340447,-0.06706263,0.6725817,0
2018/3/12 23:10:51 878,0,1021,4,-10,19,-26,31,-3,12,5,-85.01,175.89,-6.6,0.06568912,0.7340328,-0.06707394,0.6725934,0
2018/3/12 23:10:51 900,0,1018,2,-11,17,-26,27,-4,12,1,-85.07,175.88,-6.6,0.06571219,0.7336755,-0.06706423,0.6729817,0
2018/3/12 23:10:51 920,0,1020,3,-12,14,-42,25,-7,-3,0,-85.1,175.87,-6.6,0.06573214,0.7335022,-0.06706388,0.6731688,0
2018/3/12 23:10:51 940,0,1020,3,-12,14,-37,27,-7,1,1,-85.1,175.87,-6.6,0.06574018,0.7335031,-0.06707375,0.6731662,0
2018/3/12 23:10:51 960,0,1019,4,-12,13,-15,28,-8,23,2,-85.12,175.86,-6.6,0.06575651,0.7333955,-0.06707855,0.6732813,0
2018/3/12 23:10:51 979,0,1019,4,-12,19,-6,20,-2,32,-5,-85.14,175.84,-6.6,0.06577732,0.7332659,-0.06706896,0.6734212,0
2018/3/12 23:10:51 999,0,1020,2,-11,21,-25,22,0,13,-3,-85.15,175.82,-6.6,0.06578669,0.733244,-0.06706196,0.673445,0
2018/3/12 23:10:52 21,0,1020,1,-11,16,-38,25,-5,0,0,-85.15,175.82,-6.6,0.06579211,0.7332409,-0.06706588,0.6734474,0
2018/3/12 23:10:52 41,0,1020,1,-11,9,-39,22,-12,0,-2,-85.15,175.81,-6.6,0.06580874,0.7332407,-0.06707717,0.6734449,0
