Time,ID,AccRaw, AccRawY, AccRawZ,GyoRawX, GyoRawY, GyoRawZ,GyoCalibratedX, GyoCalibratedY, GyoCalibratedZ,Pitch, Roll, Yaw,Q(w), Q(x), Q(y), Q(z),Pressure
2018/3/12 23:11:00 921,0,48,-1002,3,41,-26,22,-12,3,-2,-2.72,-89.76,-12.6,-0.7021589,0.7029971,-0.06119715,0.0949891,0
2018/3/12 23:11:00 940,0,47,-1001,4,68,-22,20,14,7,-5,-2.73,-89.76,-12.6,-0.7021766,0.702976,-0.06117823,0.09502646,0
2018/3/12 23:11:00 960,0,47,-1000,4,53,-30,22,0,0,-3,-2.73,-89.75,-12.6,-0.7022067,0.7029449,-0.06117039,0.09503967,0
2018/3/12 23:11:00 978,0,47,-1002,4,4,-32,26,-49,-1,1,-2.73,-89.75,-12.6,-0.7021854,0.7029662,-0.06117037,0.09503935,0
2018/3/12 23:11:01 1,0,47,-1001,4,-17,-33,30,-71,-3,4,-2.73,-89.76,-12.6,-0.7021321,0.7030202,-0.06118124,0.09502734,0
2018/3/12 23:11:01 21,0,48,-1001,3,-14,-31,29,-68,0,4,-2.73,-89.78,-12.6,-0.7020425,0.7031086,-0.06116153,0.09504738,0
2018/3/12 23:11:01 41,0,47,-1001,3,13,-28,27,-40,2,1,-2.74,-89.79,-12.6,-0.7019907,0.7031592,-0.06115846,0.09505826,0
2018/3/12 23:11:01 60,0,47,-1000,3,34,-28,25,-19,1,0,-2.74,-89.79,-12.6,-0.7019722,0.7031769,-0.061166,0.09505825,0
2018/3/12 23:11:01 85,0,46,-1002,3,38,-30,25,-16,0,0,-2.73,-89.79,-12.6,-0.7019694,0.7031812,-0.06120624,0.0950218,0
2018/3/12 23:11:01 101,0,46,-1002,3,60,-33,28,6,-3,3,-2.72,-89.79,-12.6,-0.7019846,0.7031683,-0.06124061,0.09498267,0
2018/3/12 23:11:01 121,0,45,-1001,4,61,-32,29,7,-1,4,-2.71,-89.78,-12.6,-0.7020499,0.7031063,-0.06129915,0.09491953,0
2018/3/12 23:11:01 141,0,45,-1002,4,22,-30,24,-32,0,-1,-2.7,-89.78,-12.6,-0.7020718,0.7030867,-0.06135462,0.09486771,0
2018/3/12 23:11:01 160,0,45,-1001,4,-1,-35,25,-55,-4,0,-2.7,-89.78,-12.6,-0.7020562,0.703105,-0.06140524,0.09481404,0
2018/3/12 23:11:01 179,0,47,-1001,3,-6,-38,28,-60,-7,2,-2.7,-89.79,-12.6,-0.7019928,0.7031693,-0.0613867,0.09481958,0
2018/3/12 23:11:01 201,0,47,-1002,3,9,-37,28,-44,-6,2,-2.7,-89.8,-12.6,-0.7019469,0.7032162,-0.06136828,0.09482377,0
2018/3/12 23:11:01 220,0,47,-1001,3,35,-35,27,-19,-5,1,-2.7,-89.8,-12.6,-0.7019334,0.7032304,-0.06134874,0.09483139,0
2018/3/12 23:11:01 240,0,48,-1002,3,35,-33,28,-18,-3,3,-2.71,-89.8,-12.6,-0.7019277,0.7032353,-0.06131439,0.094858,0
2018/3/12 23:11:01 259,0,48,-1001,3,21,-32,30,-32,-1,4,-2.71,-89.8,-12.6,-0.7019059,0.7032556,-0.06127471,0.09489527,0
2018/3/12 23:11:01 278,0,47,-1001,4,12,-30,29,-41,0,4,-2.72,-89.8,-12.6,-0.7019114,0.7032493,-0.0612711,0.09490293,0
2018/3/12 23:11:01 301,0,46,-1002,4,0,-28,26,-54,2,1,-2.71,-89.8,-12.6,-0.7019072,0.7032527,-0.06128683,0.09489758,0
2018/3/12 23:11:01 321,0,46,-1001,4,-31,-28,27,-85,2,1,-2.71,-89.81,-12.6,-0.7018726,0.7032871,-0.06132345,0.09487507,0
2018/3/12 23:11:01 340,0,47,-1001,4,-23,-32,29,-77,-1,4,-2.71,-89.81,-12.6,-0.701833,0.7033259,-0.06132286,0.09488258,0
2018/3/12 23:11:01 360,0,47,-1001,4,19,-32,28,-34,-1,2,-2.71,-89.81,-12.6,-0.7018392,0.7033191,-0.0613155,0.09489086,0
2018/3/12 23:11:01 377,0,45,-1001,3,45,-29,23,-8,0,-2,-2.7,-89.81,-12.6,-0.7018583,0.7033023,-0.06137045,0.09483934,0
2018/3/12 23:11:01 401,0,47,-1001,4,33,-32,27,-20,-1,1,-2.7,-89.81,-12.6,-0.7018852,0.7032758,-0.06138384,0.09482712,0
2018/3/12 23:11:01 421,0,47,-1000,4,1,-32,31,-52,-2,5,-2.7,-89.81,-12.6,-0.7018878,0.7032727,-0.06136971,0.09483991,0
2018/3/12 23:11:01 441,0,48,-1001,5,-12,-30,25,-67,0,0,-2.71,-89.8,-12.6,-0.7018951,0.7032625,-0.06132322,0.0948924,0
2018/3/12 23:11:01 461,0,47,-1002,3,4,-33,22,-49,-3,-2,-2.72,-89.81,-12.6,-0.7018808,0.7032753,-0.06129387,0.09492194,0
2018/3/12 23:11:01 477,0,47,-1002,3,33,-33,25,-20,-3,0,-2.72,-89.81,-12.6,-0.7018688,0.7032878,-0.06128488,0.09492429,0
2018/3/12 23:11:01 499,0,44,-1000,2,57,-27,23,3,3,-2,-2.7,-89.81,-12.6,-0.7018685,0.703292,-0.061377,0.09483631,0
2018/3/12 23:11:01 520,0,44,-1000,2,53,-26,22,0,3,-2,-2.69,-89.81,-12.6,-0.7018713,0.7032917,-0.06146276,0.09476181,0
2018/3/12 23:11:01 540,0,46,-1000,3,24,-32,25,-29,-1,0,-2.69,-89.81,-12.6,-0.7018713,0.7032917,-0.06147025,0.09475691,0
2018/3/12 23:11:01 559,0,46,-1002,3,5,-31,28,-48,0,2,-2.69,-89.82,-12.6,-0.7018456,0.7033178,-0.06148357,0.0947448,0
2018/3/12 23:11:01 579,0,46,-1001,3,19,-29,25,-35,0,0,-2.69,-89.82,-12.6,-0.7018261,0.7033371,-0.06149751,0.09473753,0
2018/3/12 23:11:01 598,0,48,-1001,4,53,-35,23,0,-4,-2,-2.7,-89.81,-12.6,-0.7018715,0.703289,-0.06142708,0.09480341,0
2018/3/12 23:11:01 620,0,47,-1001,5,26,-33,26,-27,-3,1,-2.7,-89.8,-12.6,-0.7019224,0.7032366,-0.06137963,0.09484471,0
2018/3/12 23:11:01 640,0,47,-1000,5,-27,-28,31,-81,1,5,-2.7,-89.8,-12.6,-0.701925,0.7032323,-0.0613718,0.09486261,0
2018/3/12 23:11:01 659,0,46,-1002,2,-19,-28,28,-73,1,3,-2.7,-89.81,-12.6,-0.7018676,0.703289,-0.06138871,0.09485704,0
2018/3/12 23:11:01 678,0,46,-1001,2,46,-28,23,-7,2,-2,-2.7,-89.82,-12.6,-0.7018315,0.7033255,-0.06141308,0.09483857,0
2018/3/12 23:11:01 701,0,47,-1000,4,73,-25,22,19,4,-3,-2.7,-89.8,-12.6,-0.7019078,0.7032461,-0.0613859,0.09487859,0
2018/3/12 23:11:01 720,0,47,-1002,5,49,-29,28,-4,0,2,-2.71,-89.79,-12.6,-0.7019775,0.7031747,-0.06136677,0.09490543,0
2018/3/12 23:11:01 740,0,47,-1001,5,34,-32,28,-19,-1,2,-2.71,-89.78,-12.6,-0.7020343,0.7031168,-0.06135119,0.09492376,0
2018/3/12 23:11:01 760,0,47,-1001,4,25,-31,30,-28,0,4,-2.71,-89.78,-12.6,-0.7020437,0.703107,-0.06134167,0.09493388,0
2018/3/12 23:11:01 778,0,47,-1001,4,11,-28,28,-14,2,2,-2.71,-89.78,-12.6,-0.7020682,0.7030813,-0.06133474,0.09494784,0
2018/3/12 23:11:01 801,0,48,-1001,3,-7,-30,26,-33,0,0,-2.72,-89.78,-12.6,-0.7020326,0.7031142,-0.06129742,0.09499139,0
2018/3/12 23:11:01 821,0,47,-1002,3,-11,-28,24,-37,3,-1,-2.72,-89.79,-12.6,-0.7019905,0.7031544,-0.06128113,0.09501492,0
2018/3/12 23:11:01 840,0,47,-1002,3,26,-25,19,0,6,-7,-2.72,-89.79,-12.7,-0.7019868,0.7031561,-0.06128022,0.09503086,0
2018/3/12 23:11:01 860,0,46,-1001,3,49,-28,18,23,3,-7,-2.72,-89.78,-12.7,-0.7020216,0.703121,-0.06130146,0.09501939,0
2018/3/12 23:11:01 878,0,44,-1001,4,32,-34,25,6,-3,0,-2.71,-89.77,-12.7,-0.7020687,0.7030767,-0.0613536,0.09496525,0
2018/3/12 23:11:01 900,0,44,-1000,4,-15,-38,30,-41,-7,4,-2.7,-89.77,-12.6,-0.7020821,0.703069,-0.06143929,0.09486709,0
2018/3/12 23:11:01 920,0,45,-1002,3,-2,-34,27,-28,-3,1,-2.69,-89.78,-12.6,-0.702069,0.703086,-0.06150196,0.09479792,0
2018/3/12 23:11:01 940,0,45,-1001,3,46,-30,26,20,0,0,-2.68,-89.78,-12.6,-0.702089,0.703068,-0.06154189,0.09475802,0
2018/3/12 23:11:01 960,0,47,-1001,4,59,-27,22,33,3,-3,-2.68,-89.76,-12.7,-0.7021587,0.7029957,-0.06150297,0.09480379,0
2018/3/12 23:11:01 978,0,47,-1002,3,42,-29,25,16,1,-1,-2.69,-89.76,-12.7,-0.7021912,0.7029611,-0.0614709,0.09484047,0
2018/3/12 23:11:02 0,0,47,-1001,3,19,-29,23,-6,1,-2,-2.69,-89.76,-12.7,-0.7021784,0.7029725,-0.06144755,0.09486606,0
2018/3/12 23:11:02 20,0,48,-1001,4,4,-28,20,-21,2,-5,-2.7,-89.76,-12.7,-0.702174,0.7029728,-0.06138925,0.09493194,0
2018/3/12 23:11:02 40,0,47,-1001,4,16,-30,21,-9,0,-4,-2.71,-89.76,-12.7,-0.7021806,0.702964,-0.06135036,0.09497447,0
2018/3/12 23:11:02 59,0,47,-1000,4,9,-29,26,-16,1,0,-2.71,-89.75,-12.7,-0.7021886,0.7029549,-0.06133683,0.09499171,0
2018/3/12 23:11:02 79,0,46,-1002,2,0,-29,31,-26,1,5,-2.71,-89.76,-12.7,-0.7021514,0.7029921,-0.06135365,0.09498075,0
2018/3/12 23:11:02 101,0,46,-1001,2,22,-29,28,-3,1,2,-2.71,-89.77,-12.7,-0.7021018,0.7030429,-0.06138717,0.09494915,0
2018/3/12 23:11:02 120,0,46,-1001,3,57,-28,25,32,3,-1,-2.7,-89.77,-12.7,-0.7021325,0.7030125,-0.06140493,0.09493658,0
2018/3/12 23:11:02 140,0,47,-1002,5,45,-30,22,19,0,-4,-2.7,-89.76,-12.7,-0.7021926,0.7029513,-0.0613963,0.09494966,0
2018/3/12 23:11:02 160,0,47,-1001,5,-12,-36,19,-38,-5,-6,-2.71,-89.75,-12.7,-0.7022206,0.7029226,-0.06136827,0.09497228,0
2018/3/12 23:11:02 177,0,47,-1001,4,-63,-40,25,-89,-9,-1,-2.71,-89.76,-12.7,-0.7021503,0.7029942,-0.06135135,0.09497357,0
2018/3/12 23:11:02 200,0,47,-1001,4,-32,-33,29,-57,-2,3,-2.71,-89.77,-12.7,-0.7020954,0.7030497,-0.06134651,0.09497292,0
2018/3/12 23:11:02 219,0,48,-1002,2,56,-24,28,30,6,1,-2.72,-89.77,-12.7,-0.7020675,0.7030746,-0.06131424,0.09501577,0
2018/3/12 23:11:02 240,0,46,-1001,4,89,-25,23,63,5,-2,-2.72,-89.76,-12.7,-0.7021375,0.7030026,-0.0613026,0.09503867,0
2018/3/12 23:11:02 261,0,46,-1000,4,54,-25,27,28,5,1,-2.72,-89.75,-12.7,-0.7022133,0.7029263,-0.06132588,0.09502751,0
2018/3/12 23:11:02 277,0,45,-1001,5,13,-25,29,-12,5,3,-2.71,-89.74,-12.7,-0.7022706,0.7028698,-0.06139052,0.09498028,0
2018/3/12 23:11:06 8,0,-11,997,-52,18,-28,25,-7,2,-1,0.68,92.99,-8.6,0.6860947,0.7235842,-0.05045999,-0.05615952,0
2018/3/12 23:11:06 10,0,-11,997,-53,19,-32,26,-6,-1,0,0.68,93,-8.6,0.68605,0.7236267,-0.05047477,-0.05614515,0
2018/3/12 23:11:06 22,0,-11,997,-52,20,-30,26,-5,0,0,0.68,93,-8.6,0.6860251,0.7236502,-0.05048765,-0.05613218,0
2018/3/12 23:11:06 40,0,-11,997,-52,1,-28,25,-24,2,0,0.68,93,-8.6,0.6860348,0.7236416,-0.0504919,-0.05612241,0
2018/3/12 23:11:06 59,0,-11,997,-51,-3,-32,29,-28,-1,3,0.68,92.99,-8.6,0.6860922,0.7235872,-0.05049944,-0.05611648,0
2018/3/12 23:11:06 78,0,-11,997,-51,21,-34,29,-4,-3,3,0.68,92.99,-8.6,0.6861217,0.7235587,-0.05051198,-0.0561115,0
2018/3/12 23:11:06 100,0,-13,996,-51,41,-32,28,15,-1,1,0.69,92.99,-8.6,0.6861142,0.7235645,-0.05045645,-0.05617436,0
2018/3/12 23:11:06 120,0,-13,997,-50,36,-30,28,10,0,1,0.69,92.98,-8.6,0.6861249,0.7235539,-0.05040435,-0.05623011,0
2018/3/12 23:11:06 140,0,-13,997,-50,17,-25,27,-8,6,1,0.7,92.98,-8.6,0.6861691,0.7235121,-0.05034719,-0.0562794,0
2018/3/12 23:11:06 158,0,-11,996,-49,-3,-22,29,-28,8,3,0.7,92.96,-8.6,0.6862747,0.7234135,-0.05035457,-0.05625231,0
2018/3/12 23:11:06 178,0,-10,996,-52,2,-26,29,-23,4,3,0.69,92.95,-8.6,0.6863205,0.7233714,-0.05038405,-0.05620702,0
2018/3/12 23:11:06 200,0,-10,996,-52,20,-27,24,-5,3,-1,0.68,92.96,-8.6,0.6862924,0.7233993,-0.05042801,-0.05615228,0
2018/3/12 23:11:06 220,0,-11,997,-52,40,-23,20,14,7,-5,0.68,92.97,-8.6,0.6862454,0.7234457,-0.0504445,-0.05611765,0
2018/3/12 23:11:06 240,0,-11,998,-52,50,-22,17,24,8,-8,0.68,92.98,-8.6,0.6861866,0.723503,-0.05043677,-0.05610348,0
2018/3/12 23:11:06 260,0,-11,997,-52,42,-28,17,16,3,-8,0.68,92.98,-8.6,0.6861365,0.7235513,-0.05043325,-0.05609537,0
2018/3/12 23:11:06 281,0,-11,997,-53,28,-28,25,2,2,-1,0.68,92.99,-8.6,0.6860898,0.7235962,-0.05043904,-0.05608363,0
2018/3/12 23:11:06 299,0,-11,997,-53,3,-28,29,-22,3,3,0.68,93,-8.6,0.6860564,0.7236285,-0.05044878,-0.05606615,0
2018/3/12 23:11:06 320,0,-11,997,-52,-10,-29,28,-36,1,1,0.68,92.99,-8.6,0.686083,0.7236038,-0.05045463,-0.0560548,0
2018/3/12 23:11:06 340,0,-11,997,-52,0,-35,24,-26,-3,-1,0.68,92.99,-8.6,0.6861005,0.7235869,-0.05045965,-0.05605442,0
2018/3/12 23:11:06 360,0,-11,996,-52,20,-36,24,-5,-5,-1,0.68,92.99,-8.6,0.6860918,0.7235941,-0.05046971,-0.05605756,0
2018/3/12 23:11:06 378,0,-11,997,-53,25,-32,27,0,0,1,0.67,93,-8.6,0.686056,0.7236279,-0.05047943,-0.05605076,0
2018/3/12 23:11:06 401,0,-11,997,-53,13,-28,25,-12,3,0,0.67,93,-8.6,0.6860175,0.7236649,-0.05048411,-0.05604034,0
2018/3/12 23:11:06 419,0,-12,997,-51,8,-28,21,-17,2,-4,0.68,93,-8.6,0.6860588,0.723626,-0.05044466,-0.0560737,0
2018/3/12 23:11:06 440,0,-10,996,-51,16,-35,22,-9,-3,-4,0.68,92.99,-8.6,0.6860917,0.7235943,-0.05044905,-0.05607527,0
2018/3/12 23:11:06 460,0,-10,996,-51,35,-31,20,9,0,-5,0.67,92.99,-8.6,0.6861023,0.7235845,-0.05048249,-0.0560425,0
2018/3/12 23:11:06 479,0,-11,997,-52,33,-27,22,7,3,-4,0.67,92.99,-8.6,0.6860716,0.7236142,-0.05047941,-0.05603732,0
2018/3/12 23:11:06 501,0,-11,997,-52,15,-28,27,-10,2,1,0.67,93,-8.6,0.6860633,0.7236227,-0.05047914,-0.05602955,0
2018/3/12 23:11:06 521,0,-12,997,-52,12,-30,30,-12,0,4,0.68,93,-8.6,0.6860614,0.7236244,-0.05045377,-0.05605354,0
2018/3/12 23:11:06 541,0,-11,997,-51,11,-30,27,-14,0,1,0.68,92.99,-8.6,0.6860799,0.7236069,-0.05044405,-0.05606191,0
2018/3/12 23:11:06 559,0,-11,997,-51,17,-30,26,-8,0,0,0.68,92.99,-8.6,0.6861085,0.7235799,-0.05044812,-0.05605676,0
2018/3/12 23:11:06 579,0,-11,997,-52,16,-29,28,-9,1,1,0.68,92.99,-8.6,0.6860987,0.7235896,-0.05045556,-0.05604498,0
2018/3/12 23:11:06 599,0,-9,997,-52,9,-29,24,-16,1,-1,0.67,92.99,-8.6,0.6861004,0.7235885,-0.05049282,-0.05600237,0
2018/3/12 23:11:06 620,0,-9,997,-52,6,-28,22,-19,3,-4,0.66,92.99,-8.6,0.6861088,0.7235819,-0.05055094,-0.05593252,0
2018/3/12 23:11:06 642,0,-11,997,-53,17,-31,22,-8,0,-4,0.65,92.99,-8.6,0.6860887,0.7236015,-0.05057405,-0.05590512,0
2018/3/12 23:11:06 662,0,-11,997,-53,26,-32,22,0,0,-4,0.66,93,-8.6,0.6860361,0.7236513,-0.05056592,-0.05591445,0
2018/3/12 23:11:06 679,0,-12,997,-51,17,-32,19,-8,0,-6,0.66,93,-8.6,0.6860614,0.7236267,-0.05051954,-0.05596459,0
2018/3/12 23:11:06 700,0,-12,997,-52,10,-33,26,-15,-2,0,0.67,92.99,-8.6,0.6860771,0.7236111,-0.05048453,-0.05600582,0
2018/3/12 23:11:06 719,0,-12,997,-52,6,-30,32,-19,0,5,0.67,92.99,-8.6,0.6860795,0.7236084,-0.0504595,-0.05603335,0
2018/3/12 23:11:06 741,0,-12,996,-51,12,-27,28,-13,3,2,0.68,92.99,-8.6,0.6861133,0.7235767,-0.05042816,-0.0560571,0
2018/3/12 23:11:06 761,0,-12,996,-51,26,-28,25,0,2,0,0.68,92.99,-8.6,0.6861258,0.723565,-0.05039756,-0.05608272,0
2018/3/12 23:11:06 779,0,-10,997,-53,28,-28,24,2,0,-1,0.68,93,-8.6,0.6860701,0.7236183,-0.05044191,-0.05603425,0
2018/3/12 23:11:06 800,0,-12,996,-51,19,-28,24,-7,0,-1,0.68,93,-8.6,0.6860606,0.7236276,-0.05044517,-0.05602942,0
2018/3/12 23:11:06 820,0,-12,996,-51,18,-31,25,-8,-2,0,0.68,92.99,-8.6,0.6860858,0.723603,-0.05041559,-0.05606527,0
2018/3/12 23:11:06 841,0,-11,997,-52,34,-29,29,7,0,3,0.68,93,-8.6,0.6860654,0.7236222,-0.0504301,-0.05605308,0
2018/3/12 23:11:06 858,0,-14,997,-51,45,-28,30,18,0,4,0.68,93,-8.6,0.6860446,0.7236413,-0.05039395,-0.05609204,0
2018/3/12 23:11:06 878,0,-14,997,-51,35,-25,29,8,3,3,0.7,93,-8.6,0.6860432,0.7236421,-0.05030691,-0.056177,0
2018/3/12 23:11:06 901,0,-14,997,-50,25,-24,27,-1,4,1,0.71,92.99,-8.6,0.686075,0.7236118,-0.05022307,-0.05625458,0
2018/3/12 23:11:06 921,0,-14,997,-50,22,-22,24,-4,6,-1,0.72,92.98,-8.6,0.6861231,0.7235662,-0.05013816,-0.05632898,0
2018/3/12 23:11:06 941,0,-10,998,-51,12,-22,23,-14,6,-2,0.71,92.98,-8.6,0.6861556,0.7235374,-0.05019308,-0.05625456,0
2018/3/12 23:11:06 961,0,-8,997,-52,4,-24,21,-22,4,-4,0.7,92.98,-8.6,0.6861801,0.7235161,-0.05027523,-0.05615556,0
2018/3/12 23:11:06 980,0,-8,997,-52,21,-27,20,-5,1,-5,0.68,92.98,-8.6,0.6861737,0.7235242,-0.05038215,-0.05603502,0
2018/3/12 23:11:07 1,0,-11,996,-52,34,-32,28,7,-3,2,0.68,92.98,-8.6,0.6861395,0.7235566,-0.05039452,-0.05602662,0
2018/3/12 23:11:07 21,0,-11,997,-52,29,-32,31,3,-3,5,0.68,92.99,-8.6,0.6861107,0.7235833,-0.05041316,-0.05601515,0
2018/3/12 23:11:07 40,0,-11,997,-52,16,-32,33,-10,-3,7,0.67,92.99,-8.6,0.6860991,0.7235939,-0.05043206,-0.05600552,0
2018/3/12 23:11:07 65,0,-11,997,-52,0,-32,29,-25,-3,3,0.67,92.99,-8.6,0.6861073,0.7235855,-0.050446,-0.05599961,0
2018/3/12 23:11:07 78,0,-11,997,-52,-2,-30,28,-28,-1,2,0.67,92.99,-8.6,0.6861224,0.7235711,-0.05045238,-0.0559964,0
2018/3/12 23:11:07 100,0,-12,997,-53,21,-31,23,-5,-2,-2,0.68,92.99,-8.6,0.6860783,0.7236122,-0.05042681,-0.05602719,0
2018/3/12 23:11:07 120,0,-11,997,-51,35,-28,15,9,0,-10,0.68,93,-8.6,0.6860534,0.7236357,-0.0504084,-0.05604535,0
2018/3/12 23:11:07 140,0,-11,997,-51,32,-27,17,6,1,-8,0.68,93,-8.6,0.6860632,0.7236269,-0.0504011,-0.05604729,0
2018/3/12 23:11:07 160,0,-10,997,-52,7,-31,26,-19,-2,0,0.67,93,-8.6,0.6860657,0.7236248,-0.05044184,-0.05600673,0
2018/3/12 23:11:07 178,0,-10,997,-52,0,-30,26,-26,-1,0,0.67,92.99,-8.6,0.6860843,0.7236072,-0.05048133,-0.05597052,0
2018/3/12 23:11:07 199,0,-11,997,-52,19,-25,23,-7,3,-2,0.67,92.99,-8.6,0.6860826,0.7236092,-0.05047764,-0.05596894,0
2018/3/12 23:11:07 221,0,-12,997,-52,34,-25,28,7,3,2,0.67,93,-8.6,0.6860592,0.7236317,-0.05046029,-0.05597854,0
2018/3/12 23:11:07 241,0,-12,997,-52,28,-32,28,1,-3,2,0.67,93,-8.6,0.6860362,0.7236531,-0.05043541,-0.05600883,0
2018/3/12 23:11:07 260,0,-11,997,-51,7,-33,25,-19,-4,0,0.67,92.99,-8.6,0.6860754,0.723615,-0.05044466,-0.05601174,0
2018/3/12 23:11:07 278,0,-12,997,-51,14,-30,24,-12,-1,-1,0.68,92.99,-8.6,0.6861116,0.7235802,-0.05043169,-0.05603012,0
2018/3/12 23:11:07 300,0,-12,997,-51,35,-26,19,8,2,-6,0.68,92.99,-8.6,0.6861179,0.723574,-0.05039608,-0.05606429,0
2018/3/12 23:11:07 320,0,-11,997,-52,41,-27,17,14,1,-8,0.68,92.99,-8.6,0.6860973,0.7235938,-0.0503791,-0.05607648,0
2018/3/12 23:11:07 340,0,-11,997,-52,37,-29,21,10,0,-4,0.68,93,-8.6,0.6860631,0.7236263,-0.05038499,-0.05607044,0
2018/3/12 23:11:07 361,0,-10,997,-52,28,-30,28,1,-1,2,0.68,93,-8.6,0.6860478,0.723641,-0.05043257,-0.05602422,0
2018/3/12 23:11:07 379,0,-10,997,-52,28,-28,23,2,0,-2,0.67,93,-8.6,0.6860358,0.7236529,-0.05047238,-0.0559831,0
2018/3/12 23:11:07 400,0,-10,997,-52,33,-28,19,6,0,-6,0.66,93,-8.6,0.6860189,0.7236695,-0.05050055,-0.05595073,0
2018/3/12 23:11:07 420,0,-10,997,-51,41,-30,22,14,-1,-2,0.66,93,-8.6,0.6860301,0.7236589,-0.05052842,-0.05592323,0
2018/3/12 23:11:07 439,0,-10,997,-51,24,-31,27,-2,-2,1,0.66,93,-8.6,0.6860509,0.7236391,-0.05055907,-0.05589711,0
2018/3/12 23:11:07 460,0,-13,997,-53,3,-31,32,-23,-2,6,0.67,93,-8.6,0.686021,0.7236661,-0.05049801,-0.05596794,0
2018/3/12 23:11:07 479,0,-13,996,-54,7,-32,30,-19,-3,4,0.68,93.01,-8.6,0.6859775,0.7237061,-0.05044544,-0.05603159,0
2018/3/12 23:11:07 499,0,-13,996,-54,22,-32,26,-4,-3,0,0.69,93.02,-8.6,0.6859028,0.7237756,-0.05039565,-0.05609281,0
2018/3/12 23:11:07 521,0,-11,997,-52,31,-30,25,4,-1,0,0.68,93.02,-8.6,0.6859004,0.7237777,-0.05040934,-0.05608317,0
2018/3/12 23:11:07 540,0,-10,997,-53,28,-31,27,1,-2,1,0.68,93.02,-8.6,0.6858815,0.7237958,-0.05044225,-0.05605334,0
2018/3/12 23:11:07 560,0,-10,997,-53,14,-33,28,-12,-4,2,0.67,93.03,-8.6,0.6858619,0.7238141,-0.05049123,-0.0560121,0
2018/3/12 23:11:07 579,0,-11,996,-54,7,-31,30,-19,-2,4,0.67,93.04,-8.6,0.6858175,0.7238557,-0.05050575,-0.05600395,0
2018/3/12 23:11:07 601,0,-11,996,-54,15,-25,25,-11,3,0,0.67,93.04,-8.6,0.6857719,0.7238991,-0.0505104,-0.05599442,0
2018/3/12 23:11:07 621,0,-12,997,-53,32,-25,22,5,3,-3,0.68,93.05,-8.6,0.6857466,0.7239237,-0.05047439,-0.05602307,0
2018/3/12 23:11:07 641,0,-12,996,-51,34,-32,24,7,-3,-1,0.68,93.05,-8.6,0.6857492,0.7239204,-0.05044705,-0.05605764,0
2018/3/12 23:11:07 661,0,-12,996,-51,21,-35,31,-5,-6,5,0.68,93.04,-8.6,0.6857954,0.723875,-0.05043105,-0.05609193,0
2018/3/12 23:11:07 679,0,-10,997,-53,16,-32,32,-10,-3,6,0.68,93.04,-8.6,0.6857873,0.7238824,-0.05048864,-0.05604323,0
2018/3/12 23:11:07 701,0,-10,997,-52,26,-28,25,0,0,0,0.67,93.04,-8.6,0.6857895,0.7238808,-0.05053072,-0.05600096,0
2018/3/12 23:11:07 721,0,-10,997,-52,35,-28,26,8,0,0,0.66,93.04,-8.6,0.685795,0.7238761,-0.05056412,-0.05596505,0
2018/3/12 23:11:07 741,0,-12,997,-52,27,-32,31,0,-3,5,0.66,93.04,-8.6,0.6858025,0.7238685,-0.05057037,-0.05596693,0
2018/3/12 23:11:07 761,0,-12,997,-52,12,-30,34,-13,-1,8,0.67,93.03,-8.6,0.6858221,0.7238489,-0.05054581,-0.0559996,0
2018/3/12 23:11:07 778,0,-12,997,-52,16,-27,28,3,3,3,0.67,93.03,-8.6,0.6858271,0.7238442,-0.05051634,-0.0560247,0
2018/3/12 23:11:07 801,0,-11,996,-52,28,-28,21,16,1,-4,0.67,93.03,-8.6,0.6858186,0.7238525,-0.05049912,-0.05603796,0
2018/3/12 23:11:07 821,0,-11,996,-52,27,-28,21,14,1,-4,0.67,93.04,-8.6,0.6858043,0.7238663,-0.05049602,-0.05603701,0
2018/3/12 23:11:07 841,0,-11,997,-53,3,-28,28,-9,2,2,0.67,93.04,-8.6,0.6857852,0.723885,-0.05050084,-0.0560259,0
2018/3/12 23:11:07 860,0,-11,997,-53,6,-30,28,-6,0,3,0.67,93.04,-8.6,0.6857738,0.7238961,-0.0505079,-0.0560156,0
2018/3/12 23:11:07 879,0,-12,996,-52,29,-32,21,16,-1,-4,0.68,93.04,-8.6,0.6857691,0.7238999,-0.05047767,-0.05605124,0
2018/3/12 23:11:07 901,0,-11,996,-52,41,-26,16,28,3,-9,0.68,93.05,-8.6,0.685747,0.723921,-0.05045766,-0.056066,0
2018/3/12 23:11:07 921,0,-11,996,-52,31,-24,20,18,6,-5,0.68,93.05,-8.6,0.6857342,0.7239342,-0.05045197,-0.0560572,0
2018/3/12 23:11:07 939,0,-10,996,-52,16,-22,22,3,7,-3,0.67,93.05,-8.6,0.6857454,0.7239255,-0.05048052,-0.05600869,0
2018/3/12 23:11:07 960,0,-9,997,-52,16,-31,29,3,0,3,0.67,93.04,-8.6,0.6857617,0.723911,-0.05053343,-0.05594759,0
2018/3/12 23:11:07 979,0,-9,997,-52,19,-37,34,6,-6,8,0.65,93.04,-8.6,0.6857739,0.7238989,-0.05061436,-0.0558791,0
2018/3/12 23:11:08 0,0,-11,997,-53,22,-35,33,9,-5,7,0.65,93.05,-8.6,0.6857443,0.7239262,-0.05062431,-0.05588302,0
