Time,ID,AccRawX, AccRawY, AccRawZ,GyoRawX, GyoRawY, GyoRawZ,MagRawX, MagRawY, MagRawZ,Pitch, Roll, Yaw,Test8F[0], Test8F[1], Test8F[2], Test8F[3], Test8F[4], Test8F[5], Test8F[6], Test8F[7]
16-11-10.572,7,150,342,-881,-448,229,-63,138,-380,-92,10.96,-20.52,55.5,0,0,-56.32108,0.03490015,1,0,39.02794,0.0116796
16-11-10.592,7,159,356,-887,-444,322,-123,133,-378,-93,11.42,-21.5,55.1,0,0,-57.1333,0.03086208,1,0,38.9835,0.01168238
16-11-10.613,7,181,377,-879,-437,282,-122,133,-391,-96,11.88,-22.48,54.6,0,0,-56.5246,0.02837162,1,0,39.1656,0.01168516
16-11-10.632,7,171,396,-875,-302,40,-38,132,-390,-97,12.09,-23.3,54.3,0,0,-57.00792,0.02915753,1,0,39.07825,0.01168794
16-11-10.654,7,162,402,-851,-183,-20,-52,136,-396,-103,12.06,-23.78,54.2,0,0,-56.0475,0.02945266,1,0,39.1471,0.01169071
16-11-10.673,7,194,410,-857,-176,86,-70,133,-396,-102,12.1,-24.19,54,0,0,-56.57281,0.02564355,1,0,39.23698,0.01169349
16-11-10.692,7,163,410,-862,-165,139,23,133,-398,-104,12.27,-24.55,53.9,0,0,-56.45119,0.02301562,1,0,39.09311,0.01169488
16-11-10.714,7,180,421,-888,-159,60,0,137,-401,-104,12.47,-24.88,53.8,0,0,-55.9771,0.02054034,1,0,39.33716,0.01169904
16-11-10.734,7,182,424,-892,-119,-37,31,132,-402,-104,12.5,-25.17,53.8,0,0,-56.62098,0.03428431,1,0,39.32201,0.01170182
16-11-10.754,7,187,421,-889,-170,29,59,130,-404,-105,12.53,-25.42,53.9,0,0,-56.80499,0.005637711,1,0,39.28041,0.0117046
16-11-10.773,7,191,418,-891,-242,117,89,130,-409,-109,12.73,-25.82,54,0,0,-56.36972,0.007174029,1,0,39.33808,0.01170738
16-11-10.793,7,178,417,-899,-215,0,123,125,-408,-112,12.94,-26.27,54.1,0,0,-56.87283,0.005045248,1,0,38.97007,0.01171015
16-11-10.814,7,188,426,-893,-115,-227,162,129,-408,-110,12.83,-26.5,54.5,0,0,-56.70557,0.01369524,1,0,39.17036,0.01171293
16-11-10.834,7,237,446,-851,11,-146,71,127,-412,-111,12.57,-26.49,54.9,0,0,-56.77881,0.04167489,1,0,39.36972,0.01171571
16-11-10.854,7,271,456,-889,-71,-260,-67,132,-411,-111,12.35,-26.44,55.1,0,0,-56.42447,0.05444433,1,0,39.37689,0.01171848
16-11-10.875,7,196,436,-915,-161,-181,74,133,-413,-112,11.9,-26.64,55.3,0,0,-56.64055,0.05184197,1,0,39.52148,0.01172126
16-11-10.892,7,162,436,-889,-209,-171,75,134,-416,-116,11.67,-26.96,55.6,0,0,-56.41534,0.07119535,1,0,39.39259,0.01172404
16-11-10.915,7,192,449,-865,-251,-181,30,132,-421,-117,11.38,-27.38,55.9,0,0,-56.90239,0.03741267,1,0,38.52551,0.01172682
16-11-10.935,7,193,457,-853,-303,-211,21,134,-422,-119,11.05,-27.87,56.1,0,0,-56.90524,0.04018039,1,0,39.61182,0.01172959
16-11-10.955,7,143,452,-862,-413,-329,93,135,-426,-127,10.63,-28.53,56.4,0,0,-56.62382,0.0231144,1,0,38.85941,0.01173237
16-11-10.975,7,137,462,-860,-462,-421,83,136,-423,-132,10.04,-29.33,57,0,0,-57.14161,0.03262604,1,0,38.81481,0.01173515
16-11-10.995,7,158,490,-849,-483,-367,20,140,-431,-139,9.39,-30.2,57.5,0,0,-56.81422,0.01714469,1,0,38.87448,0.01173793
16-11-11.013,7,189,520,-827,-404,-259,-66,141,-438,-142,8.83,-31.06,57.7,0,0,-57.02981,0.04633868,1,0,38.86803,0.0117407
16-11-11.033,7,168,532,-828,-337,-290,-54,146,-434,-145,8.29,-31.78,57.9,0,0,-57.31279,0.04211533,1,0,39.097,0.01174348
16-11-11.055,7,146,538,-826,-232,-191,-6,146,-437,-153,7.85,-32.3,58.1,0,0,-57.01316,0.02477783,1,0,39.09953,0.01174626
16-11-11.075,7,132,545,-830,-224,-240,56,147,-440,-154,7.52,-32.72,58.4,0,0,-57.20382,0.01830569,1,0,38.80536,0.01174903
16-11-11.094,7,119,543,-832,-241,-229,106,151,-447,-159,7.21,-33.12,58.7,0,0,-56.55245,0.01407575,1,0,38.99271,0.01175181
16-11-11.114,7,91,537,-842,-269,-242,173,153,-448,-161,6.97,-33.59,59.2,0,0,-56.52002,0.01728134,1,0,39.2923,0.01175459
16-11-11.133,7,64,540,-842,-317,-321,224,153,-448,-164,6.73,-34.08,59.9,0,0,-56.73672,0.02623167,1,0,39.1217,0.01175737
16-11-11.155,7,55,551,-841,-391,-395,232,145,-453,-174,6.38,-34.71,60.7,0,0,-56.84768,0.0192163,1,0,39.30556,0.01176014
16-11-11.174,7,102,584,-807,-320,-461,103,151,-460,-180,5.87,-35.36,61.5,0,0,-56.23034,0.02941751,1,0,38.56256,0.01176292
16-11-11.195,7,133,604,-765,-170,-499,-3,156,-458,-184,5.13,-35.78,62.1,0,0,-56.08054,0.0739536,1,0,39.12909,0.0117657
16-11-11.214,7,128,614,-758,-132,-371,-78,162,-456,-188,4.36,-36.02,62.5,0,0,-55.95665,0.04942714,1,0,38.85804,0.01176847
16-11-11.234,7,49,602,-796,-99,-318,14,159,-459,-187,3.77,-36.24,62.9,0,0,-56.70406,0.03167456,1,0,38.95512,0.01177125
16-11-11.253,7,-18,588,-829,-131,-349,142,158,-463,-190,3.33,-36.42,63.4,0,0,-56.652,0.08612554,1,0,38.7608,0.01177403
16-11-11.273,7,-17,587,-832,-188,-341,201,162,-463,-196,2.98,-36.71,64.1,0,0,-56.07029,0.0603676,1,0,38.89024,0.01177681
16-11-11.293,7,12,595,-811,-208,-302,198,159,-469,-199,2.72,-37.07,64.8,0,0,-56.15787,0.0183368,1,0,38.9332,0.01177958
16-11-11.314,7,44,618,-787,-223,-291,102,158,-465,-203,2.43,-37.48,65.4,0,0,-56.37123,0.04109944,1,0,38.61762,0.01178236
16-11-11.335,7,51,636,-773,-213,-245,-5,160,-465,-204,2.06,-37.9,65.8,0,0,-56.63292,0.04844263,1,0,38.71431,0.01178514
16-11-11.353,7,4,624,-784,-239,-225,32,166,-470,-207,1.68,-38.32,66.1,0,0,-56.17579,0.02225148,1,0,39.15615,0.01178791
16-11-11.374,7,-41,611,-803,-356,-174,149,161,-473,-211,1.5,-38.9,66.5,0,0,-56.48755,0.05234775,1,0,39.27811,0.01179069
16-11-11.394,7,-31,610,-795,-382,-171,144,161,-476,-219,1.41,-39.67,66.9,0,0,-56.09786,0.03790314,1,0,39.07041,0.01179347
16-11-11.413,7,-14,619,-766,-233,-103,156,160,-480,-222,1.39,-40.25,67.3,0,0,-56.10389,0.02105568,1,0,38.91806,0.01179625
16-11-11.435,7,-4,627,-761,-344,-136,191,158,-479,-221,1.44,-40.79,67.8,0,0,-56.92884,0.03314235,1,0,39.11662,0.01179902
16-11-11.455,7,1,644,-749,-367,-151,148,156,-483,-231,1.44,-41.49,68.2,0,0,-56.11473,0.01468508,1,0,38.84668,0.0118018
16-11-11.475,7,0,656,-739,-406,-114,93,159,-482,-231,1.39,-42.27,68.6,0,0,-56.72139,0.02072369,1,0,38.88255,0.01180458
16-11-11.495,7,-2,669,-727,-353,-73,105,155,-487,-235,1.37,-43.02,68.8,0,0,-57.01437,0.01570841,1,0,39.0211,0.01180736
16-11-11.515,7,-12,687,-716,-321,-90,180,154,-486,-237,1.46,-43.66,69.1,0,0,-57.283,0.0196089,1,0,39.04676,0.01181013
16-11-11.534,7,-6,699,-714,-316,-100,195,151,-490,-244,1.58,-44.3,69.6,0,0,-56.94441,0.02294646,1,0,39.02613,0.01181291
16-11-11.555,7,42,700,-696,-251,-104,138,149,-490,-252,1.69,-44.86,69.9,0,0,-56.47578,0.02224418,1,0,39.04977,0.01181569
16-11-11.574,7,71,710,-678,-374,-196,56,148,-492,-255,1.59,-45.43,70.2,0,0,-56.70431,0.04775198,1,0,39.07142,0.01181846
16-11-11.595,7,58,725,-682,-452,-224,146,147,-500,-264,1.42,-46.32,70.7,0,0,-56.12594,0.02888698,1,0,38.78061,0.01182124
16-11-11.614,7,-2,746,-670,-230,-176,189,145,-504,-266,1.4,-46.91,71.2,0,0,-56.41163,0.03134935,1,0,39.35691,0.01182402
16-11-11.633,7,-36,784,-671,-225,-142,204,142,-506,-271,1.49,-47.36,71.7,0,0,-56.34052,0.06440875,1,0,39.43071,0.0118268
16-11-11.654,7,-10,780,-670,-247,-152,207,147,-501,-274,1.59,-47.83,72.2,0,0,-55.94304,0.03613197,1,0,39.27917,0.01182957
16-11-11.674,7,43,746,-653,-247,-175,194,140,-504,-277,1.68,-48.29,72.7,0,0,-56.36875,0.03969614,1,0,38.8958,0.01183096
16-11-11.695,7,46,740,-653,-355,-221,180,137,-506,-279,1.68,-48.86,73.2,0,0,-56.71667,0.06553316,1,0,39.14403,0.01183374
16-11-11.714,7,16,773,-648,-412,-260,247,138,-503,-286,1.68,-49.66,73.9,0,0,-56.48505,0.02467949,1,0,38.80455,0.0118379
16-11-11.734,7,-13,771,-635,-360,-323,426,130,-510,-289,1.83,-50.39,74.7,0,0,-57.03424,0.04216223,1,0,39.16525,0.01184068
16-11-11.755,7,0,774,-627,-382,-356,481,126,-513,-298,2.11,-51.08,75.8,0,0,-56.47787,0.02360203,1,0,39.21323,0.01184346
16-11-11.775,7,43,804,-607,-442,-344,381,116,-516,-306,2.37,-51.88,77,0,0,-56.49801,0.02512199,1,0,39.1576,0.01184624
16-11-11.794,7,47,828,-593,-256,-217,199,118,-515,-309,2.44,-52.55,77.8,0,0,-56.52277,0.0625347,1,0,39.1576,0.01184762
16-11-11.815,7,20,825,-589,-259,-156,162,115,-513,-312,2.51,-53.02,78.3,0,0,-56.72494,0.02784663,1,0,38.74212,0.0118504
16-11-11.834,7,0,787,-609,-412,-226,297,116,-515,-315,2.65,-53.65,78.8,0,0,-56.70947,0.03354395,1,0,38.95515,0.01185318
16-11-11.855,7,15,785,-608,-561,-279,273,110,-518,-327,2.81,-54.6,79.6,0,0,-56.2327,0.04101268,1,0,39.04,0.01185596
16-11-11.874,7,11,840,-578,-538,-312,282,106,-517,-335,2.94,-55.71,80.4,0,0,-56.28617,0.04124773,1,0,38.83229,0.01186012
16-11-11.894,7,0,834,-569,-499,-305,238,103,-524,-349,3.02,-56.69,81.2,0,0,-55.21683,0.05014875,1,0,39.36578,0.0118629
16-11-11.914,7,-5,815,-559,-525,-355,212,101,-521,-350,3.03,-57.72,82,0,0,-56.09833,0.02018335,1,0,39.06425,0.01186568
16-11-11.934,7,-2,826,-535,-397,-287,334,94,-525,-352,3.11,-58.55,82.9,0,0,-56.93856,0.02613238,1,0,39.3306,0.01186845
16-11-11.954,7,22,869,-511,-304,-188,299,89,-522,-361,3.42,-59.23,83.6,0,0,-56.39579,0.04014215,1,0,38.99251,0.01187123
16-11-11.973,7,33,881,-504,-258,-160,203,87,-517,-363,3.69,-59.75,84.2,0,0,-56.62093,0.05247129,1,0,38.51448,0.01187401
16-11-11.995,7,53,857,-505,-258,-191,139,86,-521,-371,3.8,-60.24,84.6,0,0,-55.95217,0.01817372,1,0,38.84645,0.01187679
16-11-12.014,7,66,831,-505,-334,-198,163,83,-524,-373,3.84,-60.75,85.1,0,0,-56.31119,0.03173456,1,0,39.10241,0.01187956
16-11-12.036,7,41,820,-508,-440,-256,262,81,-523,-371,4.01,-61.49,85.7,0,0,-57.24998,0.02484371,1,0,38.96964,0.01188234
16-11-12.055,7,33,859,-487,-534,-336,272,76,-522,-387,4.22,-62.47,86.5,0,0,-55.96943,0.02231547,1,0,38.99881,0.01188512
16-11-12.073,7,48,910,-447,-418,-245,197,69,-525,-390,4.37,-63.35,87.2,0,0,-56.74968,0.05576816,1,0,39.48473,0.01188789
16-11-12.094,7,70,914,-431,-323,-163,112,72,-520,-397,4.46,-64.02,87.7,0,0,-56.13079,0.05991545,1,0,39.23573,0.01189067
16-11-12.116,7,78,885,-437,-416,-176,102,69,-521,-403,4.5,-64.73,88.1,0,0,-56.12586,0.02650226,1,0,39.61979,0.01189345
16-11-12.133,7,69,869,-434,-447,-202,169,71,-523,-406,4.6,-65.6,88.6,0,0,-56.35112,0.028863,1,0,39.22931,0.01189623
16-11-12.154,7,63,905,-406,-485,-221,213,66,-517,-409,4.77,-66.48,89.1,0,0,-56.83802,0.02406161,1,0,39.01744,0.011899
16-11-12.174,7,37,938,-379,-357,-186,196,62,-517,-416,4.99,-67.33,89.7,0,0,-56.82446,0.04960544,1,0,39.01711,0.01190178
16-11-12.197,7,34,952,-366,-303,-133,138,59,-517,-425,5.19,-67.9,90.1,0,0,-56.03327,0.05077685,1,0,38.82288,0.01190456
16-11-12.216,7,62,920,-370,-332,-111,149,56,-519,-423,5.35,-68.53,90.4,0,0,-57.03436,0.01989863,1,0,39.04706,0.01190733
16-11-12.235,7,92,896,-360,-274,-141,190,54,-516,-429,5.58,-69.08,90.8,0,0,-56.75684,0.04269635,1,0,38.89142,0.01191011
16-11-12.254,7,122,912,-341,-289,-159,184,48,-512,-432,5.82,-69.6,91.2,0,0,-56.90381,0.03773006,1,0,38.98286,0.01191289
16-11-12.275,7,127,936,-324,-338,-139,198,47,-514,-438,6.09,-70.19,91.6,0,0,-56.54507,0.04089844,1,0,39.67489,0.01191567
16-11-12.293,7,93,956,-312,-320,-104,166,41,-513,-438,6.35,-70.83,91.9,0,0,-57.30914,0.03380536,1,0,38.87045,0.01191844
16-11-12.314,7,80,960,-311,-259,-84,156,38,-517,-448,6.57,-71.35,92.2,0,0,-56.5627,0.03795689,1,0,39.04276,0.01192122
16-11-12.335,7,94,920,-325,-366,-167,244,40,-512,-449,6.88,-71.93,92.6,0,0,-56.73355,0.018211,1,0,38.99377,0.011924
16-11-12.355,7,128,913,-304,-338,-205,269,32,-505,-454,7.25,-72.59,93.1,0,0,-56.70369,0.04304263,1,0,38.51603,0.01192677
16-11-12.375,7,136,924,-281,-318,-256,329,28,-508,-460,7.7,-73.18,93.7,0,0,-56.51261,0.03725225,1,0,38.67183,0.01192955
16-11-12.396,7,153,927,-279,-422,-267,353,20,-505,-471,8.2,-73.81,94.4,0,0,-55.59477,0.02459941,1,0,38.96064,0.01193233
16-11-12.415,7,153,933,-260,-310,-336,535,17,-501,-469,8.87,-74.47,95.2,0,0,-56.51697,0.01512825,1,0,38.70146,0.01193511
16-11-12.434,7,132,969,-236,-270,-342,606,6,-505,-471,9.82,-74.93,96.2,0,0,-57.07586,0.03003992,1,0,39.07907,0.01193788
16-11-12.453,7,135,1004,-222,-263,-272,564,-3,-499,-473,10.8,-75.31,97.1,0,0,-57.03751,0.0531713,1,0,39.06009,0.01194066
16-11-12.474,7,168,989,-225,-287,-252,555,-16,-499,-479,11.74,-75.7,97.9,0,0,-56.86037,0.03359894,1,0,39.11325,0.01194344
16-11-12.495,7,206,938,-235,-361,-325,578,-19,-491,-486,12.71,-76.14,98.8,0,0,-56.05423,0.0452273,1,0,39.06275,0.01194622
16-11-12.514,7,230,931,-226,-456,-299,462,-30,-493,-486,13.56,-76.76,99.7,0,0,-57.02341,0.05674845,1,0,39.01052,0.01194899
16-11-12.535,7,210,940,-234,-817,-327,409,-32,-491,-491,14.28,-77.82,100.5,0,0,-57.36191,0.02130087,1,0,38.95878,0.01195177
16-11-12.555,7,189,950,-217,-550,-213,405,-41,-482,-505,14.97,-79.04,101.2,0,0,-56.35226,0.02404801,1,0,38.95226,0.01195455
16-11-12.574,7,201,965,-175,-385,-178,383,-47,-477,-511,15.65,-79.77,101.7,0,0,-56.10171,0.0390798,1,0,38.7968,0.01195732
16-11-12.596,7,224,947,-174,-490,-252,408,-53,-474,-517,16.37,-80.51,102.3,0,0,-56.01653,0.03719611,1,0,38.88821,0.0119601
16-11-12.615,7,253,936,-160,-427,-284,438,-59,-472,-519,17.11,-81.25,103,0,0,-56.50833,0.03044919,1,0,38.73851,0.01196288
16-11-12.635,7,278,941,-143,-483,-307,455,-66,-470,-517,17.9,-81.87,103.8,0,0,-57.49083,0.03303658,1,0,38.94051,0.01196566
16-11-12.655,7,293,935,-143,-699,-379,460,-81,-461,-534,18.7,-82.84,104.6,0,0,-55.81801,0.02506781,1,0,39.16175,0.01196843
16-11-12.675,7,303,929,-126,-612,-393,535,-85,-451,-540,19.6,-83.87,105.6,0,0,-55.71069,0.01501519,1,0,39.1918,0.01197121
16-11-12.696,7,317,950,-78,-330,-297,558,-96,-450,-540,20.61,-84.52,106.4,0,0,-56.47353,0.02892096,1,0,39.08564,0.01197399
16-11-12.715,7,333,972,-40,-233,-205,503,-101,-443,-540,21.62,-84.82,107,0,0,-56.5408,0.05456182,1,0,39.1581,0.01197676
16-11-12.736,7,350,976,-29,-174,-88,497,-102,-442,-537,22.58,-85.08,107.5,0,0,-57.41836,0.03983014,1,0,38.74327,0.01197954
16-11-12.753,7,370,948,-40,-170,-119,516,-112,-434,-542,23.59,-85.3,107.8,0,0,-56.70498,0.02079619,1,0,38.94729,0.01198232
16-11-12.774,7,397,916,-56,-196,-138,446,-116,-428,-548,24.51,-85.54,108.1,0,0,-56.0248,0.0462322,1,0,38.75068,0.0119851
16-11-12.794,7,412,916,-41,-177,-83,421,-121,-430,-550,25.34,-85.8,108.4,0,0,-56.42845,0.04026345,1,0,38.77527,0.01198787
16-11-12.815,7,359,938,-29,-117,-119,478,-130,-422,-546,26.24,-85.95,108.7,0,0,-56.85941,0.02322453,1,0,38.83452,0.01199065
16-11-12.835,7,390,934,-32,-121,-151,406,-134,-424,-545,27.1,-86.03,109.1,0,0,-57.45035,0.0397373,1,0,39.08337,0.01199343
16-11-12.855,7,440,918,-26,-129,-181,356,-140,-420,-547,27.82,-86.07,109.6,0,0,-57.13397,0.03330277,1,0,39.12596,0.0119962
16-11-12.876,7,440,921,-18,-114,-196,405,-147,-413,-547,28.53,-86.11,110,0,0,-57.02112,0.03837266,1,0,38.97783,0.01199898
16-11-12.897,7,430,931,-10,-67,-200,448,-152,-408,-551,29.36,-86.04,110.6,0,0,-56.39228,0.01603989,1,0,39.03701,0.01200176
16-11-12.916,7,433,918,-27,-63,-211,444,-158,-411,-546,30.21,-85.9,111.1,0,0,-57.52257,0.01296909,1,0,39.30473,0.01200454
16-11-12.935,7,474,894,-40,-98,-228,453,-161,-407,-542,31.05,-85.77,111.8,0,0,-57.98097,0.03057829,1,0,38.92092,0.01200731
16-11-12.957,7,508,863,-51,-141,-233,482,-171,-398,-548,31.94,-85.69,112.4,0,0,-56.94454,0.05395515,1,0,39.13417,0.01201009
16-11-12.976,7,507,853,-56,-160,-256,525,-174,-393,-547,32.91,-85.64,113.1,0,0,-57.05009,0.03573202,1,0,38.88382,0.01201148
16-11-12.996,7,503,852,-55,-148,-288,549,-185,-386,-545,33.93,-85.54,113.8,0,0,-57.26805,0.01136191,1,0,38.94957,0.01201426
16-11-13.016,7,527,870,-39,-76,-223,531,-190,-385,-547,34.96,-85.36,114.6,0,0,-57.20292,0.003549264,1,0,39.31369,0.01201842
16-11-13.036,7,559,872,-22,12,-112,425,-196,-384,-543,35.85,-85.14,115.1,0,0,-57.87907,0.04521449,1,0,39.38336,0.0120212
16-11-13.056,7,601,766,-76,-53,-193,477,-206,-376,-543,36.71,-84.93,115.6,0,0,-57.63206,0.05762779,1,0,39.4617,0.01202398
16-11-13.076,7,615,702,-111,-168,-265,519,-210,-365,-540,37.66,-84.73,116.3,0,0,-57.46286,0.1224703,1,0,38.90741,0.01202675
16-11-13.094,7,629,702,-105,-221,-327,643,-222,-360,-538,38.77,-84.6,117.2,0,0,-57.94682,0.05670881,1,0,39.25018,0.01202953
16-11-13.117,7,624,731,-81,-235,-344,665,-225,-348,-537,40.03,-84.37,118.2,0,0,-57.59605,0.02462704,1,0,38.75297,0.01203231
16-11-13.134,7,633,753,-53,-124,-266,527,-231,-355,-536,41.18,-84.17,119.1,0,0,-58.69658,0.03871977,1,0,39.43115,0.01203509
16-11-13.156,7,675,762,-32,-16,-114,267,-236,-343,-540,41.95,-83.85,119.8,0,0,-57.53065,0.04334245,1,0,39.35283,0.01203786
16-11-13.177,7,681,722,-52,41,-30,173,-238,-339,-540,42.38,-83.64,120.1,0,0,-57.26296,0.03854519,1,0,39.33228,0.01204064
16-11-13.197,7,644,653,-115,-135,-187,356,-234,-341,-539,42.78,-83.53,120.3,0,0,-57.57942,0.05000147,1,0,39.05324,0.01204342
16-11-13.217,7,665,640,-127,-203,-272,503,-242,-335,-540,43.63,-83.35,121.1,0,0,-57.56978,0.09488028,1,0,39.23219,0.01204619
16-11-13.235,7,694,701,-77,-180,-217,437,-242,-332,-537,44.51,-83.15,122,0,0,-57.97787,0.04852755,1,0,39.07262,0.01204897
16-11-13.255,7,681,735,-49,-37,-97,305,-250,-320,-536,45.21,-82.9,122.5,0,0,-57.55244,0.08128676,1,0,39.14497,0.01205175
16-11-13.275,7,665,703,-83,-19,-28,254,-254,-313,-535,45.74,-82.77,122.8,0,0,-57.44419,0.04112348,1,0,39.18625,0.01205453
16-11-13.295,7,698,664,-103,-31,-117,234,-257,-316,-533,46.15,-82.62,123,0,0,-58.08067,0.05264991,1,0,38.95296,0.0120573
16-11-13.317,7,710,632,-119,-105,-159,359,-262,-310,-534,46.7,-82.41,123.5,0,0,-57.67947,0.05508418,1,0,39.08121,0.01206008
16-11-13.334,7,717,619,-118,-142,-167,390,-259,-308,-530,47.41,-82.22,124.1,0,0,-58.23254,0.03335773,1,0,38.81857,0.01206286
16-11-13.356,7,713,625,-112,-111,-185,370,-264,-303,-531,48.14,-81.96,124.8,0,0,-58.08088,0.01010847,1,0,39.19732,0.01206564
16-11-13.374,7,736,659,-81,-52,-79,238,-266,-300,-529,48.7,-81.72,125.3,0,0,-58.31478,0.02941316,1,0,39.21408,0.01206841
16-11-13.396,7,737,664,-78,-34,-46,183,-273,-291,-536,49.07,-81.61,125.6,0,0,-57.04539,0.04815251,1,0,39.0244,0.01207119
16-11-13.415,7,722,647,-97,-80,-91,200,-272,-291,-529,49.41,-81.5,125.8,0,0,-58.04333,0.01392819,1,0,39.32253,0.01207397
16-11-13.436,7,747,596,-117,-180,-146,258,-278,-291,-530,49.84,-81.4,126.3,0,0,-58.16399,0.04142035,1,0,39.62097,0.01207674
16-11-13.456,7,762,582,-119,-288,-233,332,-278,-286,-532,50.38,-81.32,127.1,0,0,-57.79213,0.05550703,1,0,39.34211,0.01207952
16-11-13.476,7,755,616,-94,-263,-195,256,-279,-280,-526,50.93,-81.24,127.9,0,0,-58.38098,0.01962914,1,0,39.11845,0.0120823
16-11-13.496,7,753,671,-55,-137,-80,112,-279,-272,-527,51.26,-81.24,128.5,0,0,-57.83711,0.04935868,1,0,39.11335,0.01208508
16-11-13.516,7,741,695,-29,38,49,-69,-284,-277,-528,51.27,-81.32,128.5,0,0,-58.2449,0.06186786,1,0,39.02035,0.01208785
16-11-13.537,7,752,629,-67,86,71,-147,-282,-281,-525,51.09,-81.4,128.2,0,0,-58.84705,0.02888607,1,0,39.28861,0.01209063
16-11-13.556,7,756,567,-117,5,-7,-142,-283,-280,-529,50.78,-81.44,128,0,0,-58.11559,0.08509825,1,0,39.37284,0.01209341
16-11-13.576,7,721,551,-155,-174,-91,76,-285,-278,-527,50.68,-81.52,128.2,0,0,-58.12395,0.07552654,1,0,39.65142,0.01209618
16-11-13.596,7,723,592,-141,-272,-156,176,-281,-275,-527,50.93,-81.62,128.6,0,0,-58.13783,0.04192881,1,0,39.54259,0.01209896
16-11-13.617,7,731,665,-84,-200,-144,131,-285,-273,-527,51.2,-81.64,129.2,0,0,-58.23667,0.05852525,1,0,39.32255,0.01210174
16-11-13.636,7,747,709,-42,-66,-45,-35,-284,-270,-524,51.26,-81.68,129.5,0,0,-58.32195,0.08309616,1,0,39.07454,0.01210452
16-11-13.655,7,750,716,-28,33,48,-110,-287,-276,-525,51.07,-81.76,129.4,0,0,-58.64516,0.05769315,1,0,39.5033,0.01210729
16-11-13.675,7,716,681,-61,41,54,22,-285,-276,-529,51.01,-81.84,129.3,0,0,-58.10338,0.02793114,1,0,39.63001,0.01211007
16-11-13.696,7,707,668,-74,106,104,62,-283,-269,-525,51.11,-81.86,129.1,0,0,-58.1248,0.05647039,1,0,39.535,0.01211285
16-11-13.717,7,763,651,-75,47,284,54,-284,-271,-529,51.23,-82.12,128.5,0,0,-57.98275,0.02558843,1,0,39.22278,0.01211562
16-11-13.737,7,812,634,-70,74,380,-70,-281,-269,-533,51.32,-82.95,127.3,0,0,-57.76049,0.0507741,1,0,39.18607,0.0121184
16-11-13.758,7,800,601,-52,46,283,-64,-274,-276,-537,51.24,-83.67,126.2,0,0,-58.07901,0.0501162,1,0,39.29094,0.01212118
16-11-13.776,7,742,607,-48,93,215,-5,-274,-274,-537,51.24,-84.19,125.4,0,0,-58.23971,0.04701728,1,0,39.2257,0.01212396
16-11-13.796,7,740,586,-63,35,93,72,-275,-275,-543,51.32,-84.44,124.9,0,0,-57.8016,0.03468302,1,0,38.99006,0.01212673
16-11-13.817,7,762,560,-76,-12,3,165,-271,-273,-543,51.58,-84.47,124.8,0,0,-57.72075,0.03638845,1,0,39.09813,0.01212951
16-11-13.837,7,759,561,-78,-128,-144,277,-270,-269,-543,51.97,-84.46,124.9,0,0,-57.49834,0.0299079,1,0,38.81429,0.01213229
16-11-13.856,7,666,569,-114,-172,-115,386,-279,-267,-538,52.68,-84.25,125.6,0,0,-58.37664,0.04944915,1,0,38.75018,0.01213507
16-11-13.877,7,734,590,-85,-182,-67,292,-282,-257,-540,53.35,-84.25,126.1,0,0,-57.9292,0.06704804,1,0,39.27012,0.01213784
16-11-13.897,7,801,604,-51,-171,33,186,-285,-257,-546,53.83,-84.48,126.2,0,0,-57.62103,0.08018512,1,0,39.16796,0.01214062
16-11-13.916,7,846,593,-40,-87,34,100,-290,-259,-542,54.1,-84.82,126.1,0,0,-58.61403,0.06552796,1,0,39.70698,0.0121434
16-11-13.937,7,846,581,-34,-35,17,91,-286,-261,-539,54.29,-84.97,126,0,0,-59.25512,0.03785034,1,0,39.59938,0.01214617
16-11-13.956,7,816,575,-41,-43,0,102,-285,-253,-543,54.49,-85.07,126,0,0,-58.35003,0.01695853,1,0,39.44277,0.01214895
16-11-13.978,7,805,578,-47,-44,-18,104,-288,-246,-544,54.71,-85.08,126.1,0,0,-57.77094,0.02595818,1,0,39.57831,0.01215173
16-11-13.998,7,796,588,-38,-14,21,42,-287,-251,-544,54.86,-85.11,126.2,0,0,-58.28492,0.01547957,1,0,39.60992,0.01215451
16-11-14.017,7,781,582,-34,12,61,-47,-288,-247,-543,54.84,-85.24,126,0,0,-58.09622,0.01472749,1,0,39.53484,0.01215728
16-11-14.036,7,772,563,-32,100,55,-33,-285,-255,-539,54.78,-85.28,125.8,0,0,-59.2137,0.01923696,1,0,39.30989,0.01216006
16-11-14.058,7,787,549,-35,71,25,-9,-283,-250,-545,54.74,-85.21,125.7,0,0,-57.98342,0.01591251,1,0,39.32478,0.01216284
16-11-14.076,7,809,532,-49,-18,-4,64,-283,-250,-545,54.79,-85.2,125.6,0,0,-58.01815,0.0274379,1,0,39.29192,0.01216561
16-11-14.097,7,803,547,-46,-42,-42,155,-285,-253,-541,55.03,-85.16,125.8,0,0,-58.89691,0.0248607,1,0,39.39561,0.01216839
16-11-14.116,7,791,573,-33,-40,-29,126,-286,-248,-542,55.31,-85.1,125.9,0,0,-58.51078,0.02401326,1,0,39.36022,0.01217117
16-11-14.137,7,765,592,-28,6,22,157,-289,-247,-543,55.55,-85.11,126,0,0,-58.5679,0.03387117,1,0,39.59556,0.01217395
